單字	粵拼	聲母_定	韻母_定	聲調_定	IPA	聲母_定	韻母_定	聲調_定	備註
顧		g	u	1		k	u	23	
估		g	u	1		k	u	23	估衣
雇		g	u	1		k	u	23	
咕		g	u	1		k	u	23	
菇		g	u	1		k	u	23	
僱		g	u	1		k	u	23	
家		g	u	1		k	u	23	曹大家
估		g	u	2		k	u	45	估計
古		g	u	2		k	u	45	
股		g	u	2		k	u	45	
詁		g	u	2		k	u	45	
鼓		g	u	2		k	u	45	
賈		g	u	2		k	u	45	商賈
蓋		g	ui	1		k	ui	23	杯蓋
賅		g	ui	1		k	ui	23	
該		g	ui	1		k	ui	23	
居		g	ui	1		k	ui	23	
車		g	ui	1		k	ui	23	車馬炮
据		g	ui	1		k	ui	23	
踞		g	ui	1		k	ui	23	
據		g	ui	1		k	ui	23	
鋸		g	ui	1		k	ui	23	
瞿		g	ui	1		k	ui	23	瞿然一驚
句		g	ui	1		k	ui	23	
改		g	ui	2		k	ui	45	
莒		g	ui	2		k	ui	45	
舉		g	ui	2		k	ui	45	
櫸		g	ui	2		k	ui	45	
矩		g	ui	2		k	ui	45	
蓋		g	ui	5		k	ui	21	
遽		g	ui	6		k	ui	32	
巨		g	ui	6		k	ui	32	
炬		g	ui	6		k	ui	32	
鉅		g	ui	6		k	ui	32	
具		g	ui	6		k	ui	32	
懼		g	ui	6		k	ui	32	
局		g	uk	8		k	ʊk	32	
掬		g	uk	7A		k	ʊk	45	
鞠		g	uk	7A		k	ʊk	45	
菊		g	uk	7A		k	ʊk	45	
谷		g	uk	7A		k	ʊk	45	山谷
穀		g	uk	7A		k	ʊk	45	
肝		g	un	1		k	un	23	
竿		g	un	1		k	un	23	
干		g	un	1		k	un	23	
乾		g	un	1		k	un	23	乾燥
杆		g	un	1		k	un	23	
幹		g	un	1		k	un	23	
桿		g	un	1		k	un	23	
官		g	un	1		k	un	23	
冠		g	un	1		k	un	23	
倌		g	un	1		k	un	23	
棺		g	un	1		k	un	23	
觀		g	un	1		k	un	23	
貫		g	un	1		k	un	23	
灌		g	un	1		k	un	23	
罐		g	un	1		k	un	23	
鸛		g	un	1		k	un	23	
稈		g	un	2		k	un	45	
趕		g	un	2		k	un	45	
館		g	un	2		k	un	45	
管		g	un	2		k	un	45	
弓		g	ung	1		k	ʊŋ	23	
躬		g	ung	1		k	ʊŋ	23	
宮		g	ung	1		k	ʊŋ	23	
恭		g	ung	1		k	ʊŋ	23	
供		g	ung	1		k	ʊŋ	23	
工		g	ung	1		k	ʊŋ	23	
公		g	ung	1		k	ʊŋ	23	
功		g	ung	1		k	ʊŋ	23	
攻		g	ung	1		k	ʊŋ	23	
蚣		g	ung	1		k	ʊŋ	23	
貢		g	ung	1		k	ʊŋ	23	
紅		g	ung	1		k	ʊŋ	23	女紅
拱		g	ung	2		k	ʊŋ	45	
鞏		g	ung	2		k	ʊŋ	45	
共		g	ung	6		k	ʊŋ	32	
葛		g	ut	9		k	ut	21	
割		g	ut	7B		k	ut	23	
葛		g	ut	7B		k	ut	23	
角		g	uuk	9		k	uk	21	
角		g	uuk	7A		k	uk	45	角仔
覺		g	uuk	7A		k	uk	45	
閣		g	uuk	7A		k	uk	45	
各		g	uuk	7A		k	uk	45	
覺		g	uuk	7B		k	uk	23	
角		g	uuk	7B		k	uk	23	直角
閤		g	uuk	7B		k	uk	23	閤樓
各		g	uuk	7B		k	uk	23	
擱		g	uuk	7B		k	uk	23	
咯		g	uuk	7B		k	uk	23	咯咯笑
肛		g	uung	1		k	uŋ	23	
江		g	uung	1		k	uŋ	23	
扛		g	uung	1		k	uŋ	23	
降		g	uung	1		k	uŋ	23	降落
缸		g	uung	1		k	uŋ	23	
岡		g	uung	1		k	uŋ	23	
剛		g	uung	1		k	uŋ	23	
崗		g	uung	1		k	uŋ	23	
綱		g	uung	1		k	uŋ	23	
鋼		g	uung	1		k	uŋ	23	
槓		g	uung	1		k	uŋ	23	
講		g	uung	2		k	uŋ	45	
涓		g	yun	1		k	yn	23	
鵑		g	yun	1		k	yn	23	
絹		g	yun	1		k	yn	23	
捐		g	yun	1		k	yn	23	
娟		g	yun	1		k	yn	23	
眷		g	yun	1		k	yn	23	
券		g	yun	1		k	yn	23	
卷		g	yun	2		k	yn	45	卷曲
捲		g	yun	2		k	yn	45	
卷		g	yun	6		k	yn	32	試卷
倦		g	yun	6		k	yn	32	
圈		g	yun	6		k	yn	32	豬圈
過		gw	aa	1		kw	a	23	
渦		gw	aa	1		kw	a	23	渦河
戈		gw	aa	1		kw	a	23	
瓜		gw	aa	1		kw	a	23	
卦		gw	aa	1		kw	a	23	
掛		gw	aa	1		kw	a	23	
呱		gw	aa	1		kw	a	23	
褂		gw	aa	1		kw	a	23	
果		gw	aa	2		kw	a	45	
裹		gw	aa	2		kw	a	45	
粿		gw	aa	2		kw	a	45	
寡		gw	aa	2		kw	a	45	
乖		gw	aai	1		kw	ai	23	
怪		gw	aai	1		kw	ai	23	
枴		gw	aai	2		kw	ai	45	
拐		gw	aai	2		kw	ai	45	
綸		gw	aan	1		kw	an	23	綸巾
關		gw	aan	1		kw	an	23	
慣		gw	aan	1		kw	an	23	
國		gw	ak	7B		kw	ɐk	23	
郭		gw	ak	7B		k	ɐk	23	
均		gw	an	1		kw	ɐn	23	
鈞		gw	an	1		kw	ɐn	23	
君		gw	an	1		kw	ɐn	23	
軍		gw	an	1		kw	ɐn	23	
棍		gw	an	1		kw	ɐn	23	
龜		gw	an	1		kw	ɐn	23	
滾		gw	an	2		kw	ɐn	45	
郡		gw	an	6		kw	ɐn	32	
光		gw	ang	1		kw	ɐŋ	23	
胱		gw	ang	1		kw	ɐŋ	23	
轟		gw	ang	1		kw	ɐŋ	23	
肱		gw	ang	1		kw	ɐŋ	23	
獷		gw	ang	2		kw	ɐŋ	45	
廣		gw	ang	2		kw	ɐŋ	45	
梗		gw	ang	2		kw	ɐŋ	45	
逛		gw	ang	6		kw	ɐŋ	32	
倔		gw	at	8		kw	ɐt	32	
掘		gw	at	8		kw	ɐt	32	
崛		gw	at	8		kw	ɐt	32	
骨		gw	at	7A		kw	ɐt	45	
滑		gw	at	7A		kw	ɐt	45	滑稽
圭		gw	ei	1		kw	ei	23	
閨		gw	ei	1		kw	ei	23	
鮭		gw	ei	1		kw	ei	23	
桂		gw	ei	1		kw	ei	23	
鱖		gw	ei	1		kw	ei	23	
季		gw	ei	1		kw	ei	23	
癸		gw	ei	1		kw	ei	23	
悸		gw	ei	1		kw	ei	23	
龜		gw	ei	1		kw	ei	23	
歸		gw	ei	1		kw	ei	23	
貴		gw	ei	1		kw	ei	23	
傀		gw	ei	1		kw	ei	23	傀偉
瑰		gw	ei	1		kw	ei	23	
詭		gw	ei	2		kw	ei	45	
軌		gw	ei	2		kw	ei	45	
晷		gw	ei	2		kw	ei	45	
鬼		gw	ei	2		kw	ei	45	
跪		gw	ei	6		kw	ei	32	
櫃		gw	ei	6		kw	ei	32	
匱		gw	ei	6		kw	ei	32	
餽		gw	ei	6		kw	ei	32	
饋		gw	ei	6		kw	ei	32	
迥		gw	ing	2		kw	ɪŋ	45	
炯		gw	ing	2		kw	ɪŋ	45	
刮		gw	it	7B		kw	it	23	
颳		gw	it	7B		kw	it	23	
蝦		h	aa	1		h	a	23	蝦蟆
哈		h	aa	1		h	a	23	
他		h	aa	1		h	a	23	
它		h	aa	1		h	a	23	
她		h	aa	1		h	a	23	
牠		h	aa	1		h	a	23	
祂		h	aa	1		h	a	23	
蛤		h	aa	1		h	a	23	蛤蟆
遐		h	aa	4		h	a	22	
瑕		h	aa	4		h	a	22	
霞		h	aa	4		h	a	22	
下		h	aa	5		h	a	21	打一下
蝦		h	aa	5		h	a	21	蝦米
暇		h	aa	6		h	a	32	
下		h	aa	6		h	a	32	下面
廈		h	aa	6		h	a	32	
夏		h	aa	6		h	a	32	
邂		h	aai	1		h	ai	23	
太		h	aai	1		h	ai	23	
汰		h	aai	1		h	ai	23	
泰		h	aai	1		h	ai	23	
貸		h	aai	1		h	ai	23	
態		h	aai	1		h	ai	23	
蟹		h	aai	2		h	ai	45	
鞋		h	aai	4		h	ai	22	
骸		h	aai	4		h	ai	22	
諧		h	aai	4		h	ai	22	
孩		h	aai	4		h	ai	22	
蟹		h	aai	5		h	ai	21	
懈		h	aai	6		h	ai	32	
解		h	aai	6		h	ai	32	姓解
械		h	aai	6		h	ai	32	
貪		h	aam	1		h	am	23	
探		h	aam	1		h	am	23	
淡		h	aam	1		h	am	23	好淡
喊		h	aam	1		h	am	23	
咸		h	aam	4		h	am	22	
銜		h	aam	4		h	am	22	
潭		h	aam	4		h	am	22	
譚		h	aam	4		h	am	22	
函		h	aam	4		h	am	22	
涵		h	aam	4		h	am	22	
痰		h	aam	4		h	am	22	
談		h	aam	4		h	am	22	
罈		h	aam	4		h	am	22	
餡		h	aam	5		h	am	21	
陷		h	aam	6		h	am	32	
攤		h	aan	1		h	an	23	
灘		h	aan	1		h	an	23	
嘆		h	aan	1		h	an	23	
炭		h	aan	1		h	an	23	
歎		h	aan	1		h	an	23	
癱		h	aan	1		h	an	23	
碳		h	aan	1		h	an	23	
毯		h	aan	2		h	an	45	
袒		h	aan	2		h	an	45	
坦		h	aan	2		h	an	45	
忐		h	aan	2		h	an	45	
閒		h	aan	4		h	an	22	
彈		h	aan	4		h	an	22	彈劾
壇		h	aan	4		h	an	22	
檀		h	aan	4		h	an	22	
嫻		h	aan	4		h	an	22	
限		h	aan	6		h	an	32	
峽		h	aap	8		h	ap	32	
狹		h	aap	8		h	ap	32	
匣		h	aap	8		h	ap	32	
掐		h	aap	7B		h	ap	23	
塔		h	aap	7B		h	ap	23	
榻		h	aap	7B		h	ap	23	
塌		h	aap	7B		h	ap	23	
叨		h	aau	1		h	au	23	叨擾
絛		h	aau	1		h	au	23	
滔		h	aau	1		h	au	23	
挑		h	aau	1		h	au	23	挑達
套		h	aau	1		h	au	23	
蒿		h	aau	1		h	au	23	
好		h	aau	1		h	au	23	好客
耗		h	aau	1		h	au	23	
考		h	aau	2		h	au	45	
禱		h	aau	2		h	au	45	
討		h	aau	2		h	au	45	
好		h	aau	2		h	au	45	友好
掏		h	aau	4		h	au	22	
濤		h	aau	4		h	au	22	
逃		h	aau	4		h	au	22	
桃		h	aau	4		h	au	22	
陶		h	aau	4		h	au	22	陶瓷
萄		h	aau	4		h	au	22	
啕		h	aau	4		h	au	22	
毫		h	aau	4		h	au	22	
豪		h	aau	4		h	au	22	
號		h	aau	4		h	au	22	哀號
嚎		h	aau	4		h	au	22	
蠔		h	aau	4		h	au	22	
淘		h	aau	4		h	au	22	
號		h	aau	6		h	au	32	號碼
浩		h	aau	6		h	au	32	
皓		h	aau	6		h	au	32	
喀		h	ak	7A		h	ɐk	45	
客		h	ak	7A		h	ɐk	45	
赫		h	ak	7A		h	ɐk	45	
克		h	ak	7A		h	ɐk	45	
刻		h	ak	7A		h	ɐk	45	
剋		h	ak	7A		h	ɐk	45	
黑		h	ak	7A		h	ɐk	45	
嘿		h	ak	7A		h	ɐk	45	嘿嘿
可		h	ak	7A		h	ɐk	45	可汗
嚇		h	ak	7B		h	ɐk	23	
咯		h	ak	7B		h	ɐk	23	咯血
堪		h	am	1		h	ɐm	23	
龕		h	am	1		h	ɐm	23	
勘		h	am	1		h	ɐm	23	
瞰		h	am	1		h	ɐm	23	
憨		h	am	1		h	ɐm	23	
崁		h	am	1		h	ɐm	23	
坎		h	am	2		h	ɐm	45	
砍		h	am	2		h	ɐm	45	
含		h	am	4		h	ɐm	22	
酣		h	am	4		h	ɐm	22	
冚		h	am	5		h	ɐm	21	冚家鏟
嵌		h	am	6		h	ɐm	32	
憾		h	am	6		h	ɐm	32	
撼		h	am	6		h	ɐm	32	
冚		h	am	6		h	ɐm	32	全部
吞		h	an	1		h	ɐn	23	
褪		h	an	1		h	ɐn	23	褪落來
墾		h	an	2		h	ɐn	45	
懇		h	an	2		h	ɐn	45	
很		h	an	2		h	ɐn	45	
狠		h	an	2		h	ɐn	45	
痕		h	an	4		h	ɐn	22	
屯		h	an	4		h	ɐn	22	
豚		h	an	4		h	ɐn	22	
臀		h	an	4		h	ɐn	22	
盾		h	an	5		h	ɐn	21	
恨		h	an	6		h	ɐn	32	
坑		h	ang	1		h	ɐŋ	23	
桁		h	ang	1		h	ɐŋ	23	三桁瓦，地名
亨		h	ang	1		h	ɐŋ	23	
鏗		h	ang	1		h	ɐŋ	23	
哼		h	ang	1		h	ɐŋ	23	哼歌
肯		h	ang	2		h	ɐŋ	45	
啃		h	ang	2		h	ɐŋ	45	
衡		h	ang	4		h	ɐŋ	22	
行		h	ang	4		h	ɐŋ	22	步行
藤		h	ang	4		h	ɐŋ	22	
騰		h	ang	4		h	ɐŋ	22	
恆		h	ang	4		h	ɐŋ	22	
疼		h	ang	4		h	ɐŋ	22	疼痛
籐		h	ang	4		h	ɐŋ	22	
行		h	ang	6		h	ɐŋ	32	品行
杏		h	ang	6		h	ɐŋ	32	
幸		h	ang	6		h	ɐŋ	32	
倖		h	ang	6		h	ɐŋ	32	
俠		h	ap	8		h	ɐp	32	
磕		h	ap	8		h	ɐp	32	
合		h	ap	8		h	ɐp	32	合格
盒		h	ap	8		h	ɐp	32	
闔		h	ap	8		h	ɐp	32	
閤		h	ap	8		h	ɐp	32	閤眼
恰		h	ap	7A		h	ɐp	45	
洽		h	ap	7A		h	ɐp	45	
嗑		h	ap	7A		h	ɐp	45	
瞌		h	ap	7A		h	ɐp	45	
核		h	at	8		h	ɐt	32	
劾		h	at	8		h	ɐt	32	
瞎		h	at	8		h	ɐt	32	
轄		h	at	8		h	ɐt	32	
覈		h	at	8		h	ɐt	32	
乞		h	at	7A		h	ɐt	45	
梯		h	ei	1		h	ei	23	
嚏		h	ei	1		h	ei	23	
剃		h	ei	1		h	ei	23	
替		h	ei	1		h	ei	23	
涕		h	ei	1		h	ei	23	
屜		h	ei	1		h	ei	23	
憩		h	ei	1		h	ei	23	
欺		h	ei	1		h	ei	23	
熙		h	ei	1		h	ei	23	
嘻		h	ei	1		h	ei	23	
嬉		h	ei	1		h	ei	23	
熹		h	ei	1		h	ei	23	
禧		h	ei	1		h	ei	23	
羲		h	ei	1		h	ei	23	
曦		h	ei	1		h	ei	23	
犧		h	ei	1		h	ei	23	
戲		h	ei	1		h	ei	23	
棄		h	ei	1		h	ei	23	
器		h	ei	1		h	ei	23	
氣		h	ei	1		h	ei	23	
希		h	ei	1		h	ei	23	
稀		h	ei	1		h	ei	23	
汽		h	ei	1		h	ei	23	
烯		h	ei	1		h	ei	23	
釐		h	ei	1		h	ei	23	恭賀新釐
體		h	ei	2		h	ei	45	
起		h	ei	2		h	ei	45	
喜		h	ei	2		h	ei	45	
豈		h	ei	2		h	ei	45	
啼		h	ei	4		h	ei	22	
蹄		h	ei	4		h	ei	22	
題		h	ei	4		h	ei	22	
兮		h	ei	4		h	ei	22	
奚		h	ei	4		h	ei	22	
堤		h	ei	4		h	ei	22	
提		h	ei	4		h	ei	22	
係		h	ei	6		h	ei	32	
繫		h	ei	6		h	ei	32	
系		h	ei	6		h	ei	32	
踢		h	ek	7B		h	ɛk	23	
吃		h	ek	7B		h	ɛk	23	吃飯
喫		h	ek	7B		h	ɛk	23	喫飯
艇		h	eng	1		h	ɛŋ	23	
聽		h	eng	1		h	ɛŋ	23	聽力，白讀
廳		h	eng	1		h	ɛŋ	23	
亭		h	eng	4		h	ɛŋ	22	天亭，地名
艇		h	eng	5		h	ɛŋ	21	又音
睇		h	i	2		h	i	45	看
靴		h	iaa	1		h	ia	23	
剔		h	ik	7A		h	ɪk	45	
惕		h	ik	7A		h	ɪk	45	
忑		h	ik	7A		h	ɪk	45	
忒		h	ik	7A		h	ɪk	45	
添		h	im	1		h	im	23	
謙		h	im	1		h	im	23	
歉		h	im	1		h	im	23	
欠		h	im	1		h	im	23	
芡		h	im	1		h	im	23	
險		h	im	2		h	im	45	
舔		h	im	2		h	im	45	
鹹		h	im	4		h	im	22	
恬		h	im	4		h	im	22	
甜		h	im	4		h	im	22	
天		h	in	1		h	in	23	
牽		h	in	1		h	in	23	
縴		h	in	1		h	in	23	
騫		h	in	1		h	in	23	
掀		h	in	1		h	in	23	
軒		h	in	1		h	in	23	
憲		h	in	1		h	in	23	
獻		h	in	1		h	in	23	
圈		h	in	1		h	in	23	圓圈
腆		h	in	2		h	in	45	
靦		h	in	2		h	in	45	靦顏事仇
顯		h	in	2		h	in	45	
譴		h	in	2		h	in	45	
遣		h	in	2		h	in	45	
佃		h	in	4		h	in	22	佃作
田		h	in	4		h	in	22	
闐		h	in	4		h	in	22	
填		h	in	4		h	in	22	
糰		h	in	4		h	in	22	
挺		h	ing	1		h	ɪŋ	23	
汀		h	ing	1		h	ɪŋ	23	
聽		h	ing	1		h	ɪŋ	23	聽任
罄		h	ing	1		h	ɪŋ	23	
馨		h	ing	1		h	ɪŋ	23	
兄		h	ing	1		h	ɪŋ	23	
卿		h	ing	1		h	ɪŋ	23	
慶		h	ing	1		h	ɪŋ	23	
輕		h	ing	1		h	ɪŋ	23	
興		h	ing	1		h	ɪŋ	23	
氫		h	ing	1		h	ɪŋ	23	
廷		h	ing	4		h	ɪŋ	22	
亭		h	ing	4		h	ɪŋ	22	
庭		h	ing	4		h	ɪŋ	22	
停		h	ing	4		h	ɪŋ	22	
蜓		h	ing	4		h	ɪŋ	22	
霆		h	ing	4		h	ɪŋ	22	
婷		h	ing	4		h	ɪŋ	22	
帖		h	ip	7B		h	ip	23	
貼		h	ip	7B		h	ip	23	
愜		h	ip	7B		h	ip	23	
協		h	ip	7B		h	ip	23	
挾		h	ip	7B		h	ip	23	
怯		h	ip	7B		h	ip	23	
脅		h	ip	7B		h	ip	23	
鐵		h	it	7B		h	it	23	
歇		h	it	7B		h	it	23	
酵		h	iu	1		h	iu	23	
敲		h	iu	1		h	iu	23	
哮		h	iu	1		h	iu	23	
孝		h	iu	1		h	iu	23	
拷		h	iu	1		h	iu	23	
烤		h	iu	1		h	iu	23	
跳		h	iu	1		h	iu	23	
挑		h	iu	1		h	iu	23	挑水
眺		h	iu	1		h	iu	23	
驍		h	iu	1		h	iu	23	
蹺		h	iu	1		h	iu	23	
囂		h	iu	1		h	iu	23	
僥		h	iu	1		h	iu	23	僥倖
巧		h	iu	2		h	iu	45	
曉		h	iu	2		h	iu	45	
調		h	iu	4		h	iu	22	調味
條		h	iu	4		h	iu	22	
窕		h	iu	4		h	iu	22	
校		h	iu	6		h	iu	32	學校
效		h	iu	6		h	iu	32	
皓		h	iu	6		h	iu	32	亮，白讀
香		h	iuung	1		h	iuŋ	23	
鄉		h	iuung	1		h	iuŋ	23	
嚮		h	iuung	1		h	iuŋ	23	
向		h	iuung	1		h	iuŋ	23	
饗		h	iuung	2		h	iuŋ	45	
響		h	iuung	2		h	iuŋ	45	
嚮		h	iuung	2		h	iuŋ	45	
晌		h	iuung	2		h	iuŋ	45	
享		h	iuung	2		h	iuŋ	45	
偷		h	ou	1		h	ou	23	
透		h	ou	1		h	ou	23	
厚		h	ou	1		h	ou	23	
吼		h	ou	1		h	ou	23	
菟		h	ou	1		h	ou	23	
兔		h	ou	1		h	ou	23	
吐		h	ou	1		h	ou	23	
口		h	ou	2		h	ou	45	
土		h	ou	2		h	ou	45	
投		h	ou	4		h	ou	22	
頭		h	ou	4		h	ou	22	
侯		h	ou	4		h	ou	22	
喉		h	ou	4		h	ou	22	
猴		h	ou	4		h	ou	22	
荼		h	ou	4		h	ou	22	如火如荼
徒		h	ou	4		h	ou	22	
途		h	ou	4		h	ou	22	
塗		h	ou	4		h	ou	22	
圖		h	ou	4		h	ou	22	
涂		h	ou	4		h	ou	22	
屠		h	ou	4		h	ou	22	
逅		h	ou	6		h	ou	32	
候		h	ou	6		h	ou	32	
后		h	ou	6		h	ou	32	
後		h	ou	6		h	ou	32	
唾		h	u	1		h	u	23	
妥		h	u	1		h	u	23	
橢		h	u	1		h	u	23	
拖		h	u	1		h	u	23	
苛		h	u	1		h	u	23	
呵		h	u	1		h	u	23	
可		h	u	2		h	u	45	可以
坷		h	u	2		h	u	45	
佗		h	u	4		h	u	22	
陀		h	u	4		h	u	22	
沱		h	u	4		h	u	22	
跎		h	u	4		h	u	22	
馱		h	u	4		h	u	22	
駝		h	u	4		h	u	22	
舵		h	u	4		h	u	22	
何		h	u	4		h	u	22	
河		h	u	4		h	u	22	
荷		h	u	4		h	u	22	荷花
蚵		h	u	4		h	u	22	
鴕		h	u	4		h	u	22	
賀		h	u	6		h	u	32	
荷		h	u	6		h	u	32	負荷
胎		h	ui	1		h	ui	23	
台		h	ui	1		h	ui	23	天台，地名
開		h	ui	1		h	ui	23	
嗨		h	ui	1		h	ui	23	
蛻		h	ui	1		h	ui	23	
推		h	ui	1		h	ui	23	
墟		h	ui	1		h	ui	23	
去		h	ui	1		h	ui	23	
虛		h	ui	1		h	ui	23	
噓		h	ui	1		h	ui	23	噓寒問暖
吁		h	ui	1		h	ui	23	
退		h	ui	1		h	ui	23	
褪		h	ui	1		h	ui	23	褪色
凱		h	ui	2		h	ui	45	
海		h	ui	2		h	ui	45	
許		h	ui	2		h	ui	45	
煦		h	ui	2		h	ui	45	
栩		h	ui	2		h	ui	45	
腿		h	ui	2		h	ui	45	
咻		h	ui	2		h	ui	45	噢咻
苔		h	ui	4		h	ui	22	
臺		h	ui	4		h	ui	22	
檯		h	ui	4		h	ui	22	
咳		h	ui	4		h	ui	22	
抬		h	ui	4		h	ui	22	
颱		h	ui	4		h	ui	22	
墟		h	ui	4		h	ui	22	
頹		h	ui	4		h	ui	22	
駭		h	ui	6		h	ui	32	
害		h	ui	6		h	ui	32	
亥		h	ui	6		h	ui	32	
酷		h	uk	8		h	ʊk	32	
禿		h	uk	7A		h	ʊk	45	
哭		h	uk	7A		h	ʊk	45	
斷		h	un	1		h	un	23	斷咗
刊		h	un	1		h	un	23	
看		h	un	1		h	un	23	看守
漢		h	un	1		h	un	23	
旱		h	un	1		h	un	23	
侃		h	un	2		h	un	45	
罕		h	un	2		h	un	45	
團		h	un	4		h	un	22	
寒		h	un	4		h	un	22	
韓		h	un	4		h	un	22	
汗		h	un	4		h	un	22	可汗
鼾		h	un	4		h	un	22	
翰		h	un	6		h	un	32	
汗		h	un	6		h	un	32	流汗
悍		h	un	6		h	un	32	
瀚		h	un	6		h	un	32	
銲		h	un	6		h	un	32	
凶		h	ung	1		h	ʊŋ	23	
兇		h	ung	1		h	ʊŋ	23	
匈		h	ung	1		h	ʊŋ	23	
洶		h	ung	1		h	ʊŋ	23	
控		h	ung	1		h	ʊŋ	23	
通		h	ung	1		h	ʊŋ	23	
痛		h	ung	1		h	ʊŋ	23	
空		h	ung	1		h	ʊŋ	23	
烘		h	ung	1		h	ʊŋ	23	
胸		h	ung	1		h	ʊŋ	23	
哄		h	ung	1		h	ʊŋ	23	
恐		h	ung	2		h	ʊŋ	45	
統		h	ung	2		h	ʊŋ	45	
桶		h	ung	2		h	ʊŋ	45	
孔		h	ung	2		h	ʊŋ	45	
雄		h	ung	4		h	ʊŋ	22	
熊		h	ung	4		h	ʊŋ	22	
鼕		h	ung	4		h	ʊŋ	22	
彤		h	ung	4		h	ʊŋ	22	
仝		h	ung	4		h	ʊŋ	22	
同		h	ung	4		h	ʊŋ	22	
桐		h	ung	4		h	ʊŋ	22	
童		h	ung	4		h	ʊŋ	22	
僮		h	ung	4		h	ʊŋ	22	書僮
銅		h	ung	4		h	ʊŋ	22	
筒		h	ung	4		h	ʊŋ	22	
虹		h	ung	4		h	ʊŋ	22	
洪		h	ung	4		h	ʊŋ	22	
紅		h	ung	4		h	ʊŋ	22	紅色
鴻		h	ung	4		h	ʊŋ	22	
訌		h	ung	4		h	ʊŋ	22	
茼		h	ung	4		h	ʊŋ	22	
喝		h	ut	7A		h	ut	23	
脫		h	ut	7B		h	ut	23	
渴		h	ut	7B		h	ut	23	
褐		h	ut	7B		h	ut	23	
學		h	uuk	8		h	uk	32	
鶴		h	uuk	8		h	uk	32	
拓		h	uuk	7B		h	uk	23	
託		h	uuk	7B		h	uk	23	
壑		h	uuk	7B		h	uk	23	
殼		h	uuk	7B		h	uk	23	
托		h	uuk	7B		h	uk	23	
筐		h	uung	1		h	uŋ	23	
框		h	uung	1		h	uŋ	23	
湯		h	uung	1		h	uŋ	23	
熨		h	uung	1		h	uŋ	23	
趟		h	uung	1		h	uŋ	23	
腔		h	uung	1		h	uŋ	23	
康		h	uung	1		h	uŋ	23	
炕		h	uung	1		h	uŋ	23	
燙		h	uung	1		h	uŋ	23	
吭		h	uung	1		h	uŋ	23	吭聲
慷		h	uung	2		h	uŋ	45	
倘		h	uung	2		h	uŋ	45	
淌		h	uung	2		h	uŋ	45	
躺		h	uung	2		h	uŋ	45	
降		h	uung	4		h	uŋ	22	投降
唐		h	uung	4		h	uŋ	22	
堂		h	uung	4		h	uŋ	22	
棠		h	uung	4		h	uŋ	22	
塘		h	uung	4		h	uŋ	22	
糖		h	uung	4		h	uŋ	22	
螳		h	uung	4		h	uŋ	22	
杭		h	uung	4		h	uŋ	22	
航		h	uung	4		h	uŋ	22	
吭		h	uung	4		h	uŋ	22	引吭高歌
行		h	uung	4		h	uŋ	22	銀行
膛		h	uung	4		h	uŋ	22	
幢		h	uung	4		h	uŋ	22	海幢寺
巷		h	uung	6		h	uŋ	32	
項		h	uung	6		h	uŋ	32	
行		h	uung	6		h	uŋ	32	行行
絢		h	yun	1		h	yn	23	
禤		h	yun	1		h	yn	23	便嬛
嬛		h	yun	1		h	yn	23	便嬛
勸		h	yun	1		h	yn	23	
喧		h	yun	1		h	yn	23	
暄		h	yun	1		h	yn	23	
犬		h	yun	2		h	yn	45	
血		h	yut	7B		h	yt	23	
吔		j	aa	1		j	a	23	
也		j	aa	5		j	a	21	
廿		j	aa	6		j	a	32	
洩		j	aai	6		j	ai	32	洩洩
曳		j	aai	6		j	ai	32	
饐		j	aak	7B		j	ak	23	臭油味
冉		j	aam	1		j	am	23	
染		j	aam	1		j	am	23	
厭		j	aam	1		j	am	23	
淹		j	aam	1		j	am	23	
奄		j	aam	1		j	am	23	奄有
广		j	aam	2		j	am	45	
俺		j	aam	2		j	am	45	
奄		j	aam	2		j	am	45	奄奄一息
掩		j	aam	2		j	am	45	
弇		j	aam	2		j	am	45	
嫌		j	aam	4		j	am	22	
嚴		j	aam	4		j	am	22	
儼		j	aam	4		j	am	22	
閻		j	aam	4		j	am	22	
鹽		j	aam	4		j	am	22	
炎		j	aam	4		j	am	22	
焰		j	aam	6		j	am	32	
豔		j	aam	6		j	am	32	
燄		j	aam	6		j	am	32	
驗		j	aam	6		j	am	32	
淵		j	aan	1		j	an	23	
鳶		j	aan	1		j	an	23	
蜿		j	aan	1		j	an	23	
宛		j	aan	1		j	an	23	大宛
冤		j	aan	1		j	an	23	
鴛		j	aan	1		j	an	23	
怨		j	aan	1		j	an	23	
煙		j	aan	1		j	an	23	
燕		j	aan	1		j	an	23	燕子
咽		j	aan	1		j	an	23	
嚥		j	aan	1		j	an	23	
宴		j	aan	1		j	an	23	
嫣		j	aan	1		j	an	23	
焉		j	aan	1		j	an	23	焉知非福
菸		j	aan	1		j	an	23	
涴		j	aan	1		j	an	23	
軟		j	aan	1		j	an	23	
軟		j	aan	2		j	an	45	
阮		j	aan	2		j	an	45	姓氏
蜿		j	aan	2		j	an	45	蜿蟺
宛		j	aan	2		j	an	45	宛然
婉		j	aan	2		j	an	45	
苑		j	aan	2		j	an	45	
遠		j	aan	2		j	an	45	
遠		j	aan	2		j	an	45	遠方
院		j	aan	2		j	an	45	
衍		j	aan	2		j	an	45	
演		j	aan	2		j	an	45	
鼴		j	aan	2		j	an	45	
堰		j	aan	2		j	an	45	
烷		j	aan	4		j	an	22	
