單字	聲紐	呼	等	韻部	聲調	組	攝	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定	備註
臨	來	開	三	侵A	平	來	深		l	aem	2		l	ɐm	22		l	ɐm	22	
懍									l	aem	2		l	ɐm	21		l	ɐm	21	
廩									l	aem	2		l	ɐm	21		l	ɐm	21	
掄	來	合	三	真A	平	來	臻		l	aen	2		l	ɐn	22		l	ɐn	22	
倫	來	合	三	真A	平	來	臻		l	aen	2		l	ɐn	22		l	ɐn	22	
淪	來	合	三	真A	平	來	臻		l	aen	2		l	ɐn	22		l	ɐn	22	
綸	來	合	三	真A	平	來	臻		l	aen	2		l	ɐn	22		l	ɐn	22	垂綸
輪	來	合	三	真A	平	來	臻		l	aen	2		l	ɐn	22		l	ɐn	22	
鄰	來	開	三	真A	平	來	臻		l	aen	2		l	ɐn	22		l	ɐn	22	
磷	來	開	三	真A	平	來	臻		l	aen	2		l	ɐn	22		l	ɐn	22	
鱗	來	開	三	真A	平	來	臻		l	aen	2		l	ɐn	22		l	ɐn	22	
麟	來	開	三	真A	平	來	臻		l	aen	2		l	ɐn	22		l	ɐn	22	
遴	來	開	三	真A	去	來	臻		l	aen	2		l	ɐn	22		l	ɐn	22	
論	來	合	一	魂	平	來	臻		l	aen	2		l	ɐn	22		l	ɐn	22	論語
崙	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	aen	2		l	ɐn	22		l	ɐn	22	
圇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	aen	2		l	ɐn	22		l	ɐn	22	
吝	來	開	三	真A	去	來	臻		l	aen	4		l	ɐn	31		l	ɐn	31	
藺	來	開	三	真A	去	來	臻		l	aen	4		l	ɐn	31		l	ɐn	31	
論	來	合	一	魂	去	來	臻		l	aen	4		l	ɐn	31		l	ɐn	31	討論
立	來	開	三	侵A	入	來	深		l	aep	8		l	ɐp	31		l	ɐp	31	
笠	來	開	三	侵A	入	來	深		l	aep	6		l	ɐp	35		l	ɐp	35	
苙	群	開	三	侵B	入	見	深		l	aep	6		l	ɐp	35		l	ɐp	35	
律	來	合	三	真A	入	來	臻		l	aet	8		l	ɐt	31		l	ɐt	31	效率
栗	來	開	三	真A	入	來	臻		l	aet	8		l	ɐt	31		l	ɐt	31	
慄	來	開	三	真A	入	來	臻		l	aet	8		l	ɐt	31		l	ɐt	31	
壘									l	aet	8		l	ɐt	31		l	ɐt	31	神荼鬱壘
率									l	aet	8		l	ɐt	31		l	ɐt	31	
甩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	aet	6		l	ɐt	35		l	ɐt	35	
摟									l	aeu	3		l	ɐu	35		l	ɐu	35	
留	來	開	三	尤	平	來	流		l	aeu	2		l	ɐu	22		l	ɐu	22	
流	來	開	三	尤	平	來	流		l	aeu	2		l	ɐu	22		l	ɐu	22	
硫	來	開	三	尤	平	來	流		l	aeu	2		l	ɐu	22		l	ɐu	22	
榴	來	開	三	尤	平	來	流		l	aeu	2		l	ɐu	22		l	ɐu	22	
劉	來	開	三	尤	平	來	流		l	aeu	2		l	ɐu	22		l	ɐu	22	
瘤	來	開	三	尤	平	來	流		l	aeu	2		l	ɐu	22		l	ɐu	22	
瀏	來	開	三	尤	平	來	流		l	aeu	2		l	ɐu	22		l	ɐu	22	
琉	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	aeu	2		l	ɐu	22		l	ɐu	22	
柳	來	開	三	尤	上	來	流		l	aeu	2		l	ɐu	21		l	ɐu	21	
溜	來	開	三	尤	去	來	流		l	aeu	4		l	ɐu	31		l	ɐu	31	
璃	來	開	三	支A	平	來	止		l	ei	1		l	ei	23		l	ei	23	玻璃
哩									l	ei	1		l	ei	23		l	ei	23	哩嚕
李	來	開	三	之	上	來	止		l	ei	3		l	ei	35		l	ei	35	
裏	來	開	二	之	上	來	止		l	ei	3		l	ei	35		l	ej	35	裏村，地名
裡	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ei	3		l	ei	35		l	ej	35	裡村，地名
狸	來	開	三	之	平	來	止		l	ei	2		l	ei	22		l	ei	22	
釐	來	開	三	之	平	來	止		l	ei	2		l	ei	22		l	ei	22	釐定
漓	來	開	三	支A	平	來	止		l	ei	2		l	ei	22		l	ei	22	
璃	來	開	三	支A	平	來	止		l	ei	2		l	ei	22		l	ei	22	琉璃
罹	來	開	三	支A	平	來	止		l	ei	2		l	ei	22		l	ei	22	
離	來	開	三	支A	平	來	止		l	ei	2		l	ei	22		l	ei	22	
籬	來	開	三	支A	平	來	止		l	ei	2		l	ei	22		l	ei	22	
驪	來	開	三	支A	平	來	止		l	ei	2		l	ei	22		l	ei	22	
鸝	來	開	三	支A	平	來	止		l	ei	2		l	ei	22		l	ei	22	
梨	來	開	三	脂A	平	來	止		l	ei	2		l	ei	22		l	ei	22	
哩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ei	2		l	ei	22		l	ei	22	
厘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ei	2		l	ei	22		l	ei	22	
嚟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ei	2		l	ei	22		l	ei	22	
里	來	開	三	之	上	來	止		l	ei	2		l	ei	21		l	ei	21	
理	來	開	三	之	上	來	止		l	ei	2		l	ei	21		l	ei	21	
裏	來	開	三	之	上	來	止		l	ei	2		l	ei	21		l	ei	21	衣裏
鯉	來	開	三	之	上	來	止		l	ei	2		l	ei	21		l	ei	21	
裡									l	ei	2		l	ei	21		l	ei	21	衣裡
吏	來	開	三	之	去	來	止		l	ei	4		l	ei	31		l	ei	31	
利	來	開	三	脂A	去	來	止		l	ei	4		l	ei	31		l	ei	31	
痢	來	開	三	脂A	去	來	止		l	ei	4		l	ei	31		l	ei	31	
莉	澄	開	三	脂B	平	知	止		l	ei	4		l	ei	31		l	ei	31	
俐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ei	4		l	ei	31		l	ei	31	
璃	來	開	三	支A	平	來	止		l	i	1		l	i	23		l	i	23	玻璃，又音
哩									l	i	1		l	i	23		l	i	23	哩嚕，又音
李	來	開	三	之	上	來	止		l	i	3		l	i	35		l	i	35	又音
狸	來	開	三	之	平	來	止		l	i	2		l	i	22		l	i	22	又音
釐	來	開	三	之	平	來	止		l	i	2		l	i	22		l	i	22	釐定，又音
漓	來	開	三	支A	平	來	止		l	i	2		l	i	22		l	i	22	又音
璃	來	開	三	支A	平	來	止		l	i	2		l	i	22		l	i	22	琉璃，又音
罹	來	開	三	支A	平	來	止		l	i	2		l	i	22		l	i	22	又音
離	來	開	三	支A	平	來	止		l	i	2		l	i	22		l	i	22	又音
籬	來	開	三	支A	平	來	止		l	i	2		l	i	22		l	i	22	又音
驪	來	開	三	支A	平	來	止		l	i	2		l	i	22		l	i	22	又音
鸝	來	開	三	支A	平	來	止		l	i	2		l	i	22		l	i	22	又音
梨	來	開	三	脂A	平	來	止		l	i	2		l	i	22		l	i	22	又音
哩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	i	2		l	i	22		l	i	22	又音
厘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	i	2		l	i	22		l	i	22	又音
嚟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	i	2		l	i	22		l	i	22	又音
里	來	開	三	之	上	來	止		l	i	2		l	i	21		l	i	21	又音
理	來	開	三	之	上	來	止		l	i	2		l	i	21		l	i	21	又音
裏	來	開	三	之	上	來	止		l	i	2		l	i	21		l	i	21	衣裏，又音
鯉	來	開	三	之	上	來	止		l	i	2		l	i	21		l	i	21	又音
裡									l	i	2		l	i	21		l	i	21	衣裡，又音
吏	來	開	三	之	去	來	止		l	i	4		l	i	31		l	i	31	又音
利	來	開	三	脂A	去	來	止		l	i	4		l	i	31		l	i	31	又音
痢	來	開	三	脂A	去	來	止		l	i	4		l	i	31		l	i	31	又音
莉	澄	開	三	脂B	平	知	止		l	i	4		l	i	31		l	i	31	又音
俐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	i	4		l	i	31		l	i	31	又音
瀝									l	iak	8		l	iak	31		l	ɪᴀk	31	大瀝，地名
掠	來	開	三	陽	去	來	宕		l	iak	8		l	iak	31		l	ɪᴀk	31	
略	來	開	三	陽	入	來	宕		l	iak	8		l	iak	31		l	ɪᴀk	31	
叻									l	iak	6		l	iak	35		l	ɪᴀk	35	聰明
斂	來	開	三	鹽A	上	來	咸		l	iam	1		l	iam	23		l	ɪᴀm	23	
臉	清	開	三	鹽A	平	精	咸		l	iam	1		l	iam	23		l	ɪᴀm	23	
廉	來	開	三	鹽A	平	來	咸		l	iam	2		l	iam	22		l	ɪᴀm	22	
簾	來	開	三	鹽A	平	來	咸		l	iam	2		l	iam	22		l	ɪᴀm	22	
鐮	來	開	三	鹽A	平	來	咸		l	iam	2		l	iam	22		l	ɪᴀm	22	
殮	來	開	三	鹽A	去	來	咸		l	iam	4		l	iam	31		l	ɪᴀm	31	
兩	來	開	三	陽	上	來	宕		l	iang	3		l	iaŋ	35		l	ɪᴀŋ	35	
倆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	iang	3		l	iaŋ	35		l	ɪᴀŋ	35	
凌	來	開	三	蒸	平	來	曾		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	雪凌，冰錐
零	來	開	四	先	平	來	山		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	廿零、卅零
靈	來	開	四	青	平	來	梗		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	
良	來	開	三	陽	平	來	宕		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	
涼	來	開	三	陽	平	來	宕		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	
梁	來	開	三	陽	平	來	宕		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	
粱	來	開	三	陽	平	來	宕		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	
糧	來	開	三	陽	平	來	宕		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	
量	來	開	三	陽	平	來	宕		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	測量
領	來	開	三	清A	上	來	梗		l	iang	2		l	iaŋ	21		l	ɪᴀŋ	21	白領
嶺	來	開	三	清A	上	來	梗		l	iang	2		l	iaŋ	21		l	ɪᴀŋ	21	南嶺
令	來	開	四	青	去	來	梗		l	iang	4		l	iaŋ	31		l	ɪᴀŋ	31	
亮	來	開	三	陽	去	來	宕		l	iang	4		l	iaŋ	31		l	ɪᴀŋ	31	
量	來	開	三	陽	去	來	宕		l	iang	4		l	iaŋ	31		l	ɪᴀŋ	31	重量
諒	來	開	三	陽	去	來	宕		l	iang	4		l	iaŋ	31		l	ɪᴀŋ	31	
輛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	iang	4		l	iaŋ	31		l	ɪᴀŋ	31	
獵	來	開	三	鹽A	入	來	咸		l	iap	8		l	iap	31		l	ɪᴀp	31	
了	來	開	四	蕭	上	來	效		l	iau	1		l	iau	23		l	ɪᴀw	23	了結
撩									l	iau	3		l	iau	35		l	ɪᴀw	35	撩開
撩	來	開	四	蕭	平	來	效		l	iau	2		l	iau	22		l	ɪᴀw	22	撩動
聊	來	開	四	蕭	平	來	效		l	iau	2		l	iau	22		l	ɪᴀw	22	
僚	來	開	四	蕭	平	來	效		l	iau	2		l	iau	22		l	ɪᴀw	22	
寥	來	開	四	蕭	平	來	效		l	iau	2		l	iau	22		l	ɪᴀw	22	
遼	來	開	四	蕭	平	來	效		l	iau	2		l	iau	22		l	ɪᴀw	22	
嘹	來	開	四	蕭	平	來	效		l	iau	2		l	iau	22		l	ɪᴀw	22	
寮	來	開	四	蕭	平	來	效		l	iau	2		l	iau	22		l	ɪᴀw	22	
繚	來	開	四	蕭	平	來	效		l	iau	2		l	iau	22		l	ɪᴀw	22	
燎	來	開	三	宵A	平	來	效		l	iau	2		l	iau	22		l	ɪᴀw	22	
療	來	開	三	宵A	去	來	效		l	iau	2		l	iau	22		l	ɪᴀw	22	
了	來	開	四	蕭	上	來	效		l	iau	2		l	iau	21		l	ɪᴀw	21	了解
瞭	來	開	四	蕭	上	來	效		l	iau	2		l	iau	21		l	ɪᴀw	21	瞭解
潦	來	開	一	豪	上	來	效		l	iau	2		l	iau	21		l	ɪᴀw	21	
料	來	開	四	蕭	平	來	效		l	iau	4		l	iau	31		l	ɪᴀw	31	
廖	來	開	四	蕭	平	來	效		l	iau	4		l	iau	31		l	ɪᴀw	31	
瞭	來	開	四	蕭	平	來	效		l	iau	4		l	iau	31		l	ɪᴀw	31	瞭望
瞭	來	開	四	蕭	上	來	效		l	iau	4		l	iau	31		l	ɪᴀw	31	明瞭
瀝	來	開	三	青	入	來	梗		l	iak	7		l	iɐk	23		l	iɐk	23	瀝乾
璃	來	開	三	支A	平	來	止		l	ie	1		l	iɛ	23		l	iɘ	23	玻璃，又音
哩									l	ie	1		l	iɛ	23		l	iɘ	23	哩嚕，又音
李	來	開	三	之	上	來	止		l	ie	3		l	iɛ	35		l	iɘ	35	又音
狸	來	開	三	之	平	來	止		l	ie	2		l	iɛ	22		l	iɘ	22	又音
釐	來	開	三	之	平	來	止		l	ie	2		l	iɛ	22		l	iɘ	22	釐定，又音
漓	來	開	三	支A	平	來	止		l	ie	2		l	iɛ	22		l	iɘ	22	又音
璃	來	開	三	支A	平	來	止		l	ie	2		l	iɛ	22		l	iɘ	22	琉璃，又音
罹	來	開	三	支A	平	來	止		l	ie	2		l	iɛ	22		l	iɘ	22	又音
離	來	開	三	支A	平	來	止		l	ie	2		l	iɛ	22		l	iɘ	22	又音
籬	來	開	三	支A	平	來	止		l	ie	2		l	iɛ	22		l	iɘ	22	又音
驪	來	開	三	支A	平	來	止		l	ie	2		l	iɛ	22		l	iɘ	22	又音
鸝	來	開	三	支A	平	來	止		l	ie	2		l	iɛ	22		l	iɘ	22	又音
梨	來	開	三	脂A	平	來	止		l	ie	2		l	iɛ	22		l	iɘ	22	又音
哩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ie	2		l	iɛ	22		l	iɘ	22	又音
厘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ie	2		l	iɛ	22		l	iɘ	22	又音
嚟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ie	2		l	iɛ	22		l	iɘ	22	又音
里	來	開	三	之	上	來	止		l	ie	2		l	iɛ	21		l	iɘ	21	又音
理	來	開	三	之	上	來	止		l	ie	2		l	iɛ	21		l	iɘ	21	又音
裏	來	開	三	之	上	來	止		l	ie	2		l	iɛ	21		l	iɘ	21	衣裏，又音
鯉	來	開	三	之	上	來	止		l	ie	2		l	iɛ	21		l	iɘ	21	又音
裡									l	ie	2		l	iɛ	21		l	iɘ	21	衣裡，又音
吏	來	開	三	之	去	來	止		l	ie	4		l	iɛ	31		l	iɘ	31	又音
利	來	開	三	脂A	去	來	止		l	ie	4		l	iɛ	31		l	iɘ	31	又音
痢	來	開	三	脂A	去	來	止		l	ie	4		l	iɛ	31		l	iɘ	31	又音
莉	澄	開	三	脂B	平	知	止		l	ie	4		l	iɛ	31		l	iɘ	31	又音
俐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ie	4		l	iɛ	31		l	iɘ	31	又音
歷	來	開	四	青	入	來	梗		l	ik	8		l	ɪk	31		l	ɪk	31	
曆	來	開	四	青	入	來	梗		l	ik	8		l	ɪk	31		l	ɪk	31	
瀝	來	開	四	青	入	來	梗		l	ik	8		l	ɪk	31		l	ɪk	31	瀝乾
力	來	開	三	蒸	入	來	曾		l	ik	8		l	ɪk	31		l	ɪk	31	
礫	來	開	四	青	入	來	梗		l	ik	6		l	ɪk	35		l	ɪk	35	
靂	來	開	四	青	入	來	梗		l	ik	6		l	ɪk	35		l	ɪk	35	
戀	來	合	三	仙A	去	來	山		l	in	3		l	in	35		l	in	35	
蓮	來	開	四	先	平	來	山		l	in	2		l	in	22		l	in	22	
憐	來	開	四	先	平	來	山		l	in	2		l	in	22		l	in	22	
連	來	開	三	仙A	平	來	山		l	in	2		l	in	22		l	in	22	
漣	來	開	三	仙A	平	來	山		l	in	2		l	in	22		l	in	22	
聯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	in	2		l	in	22		l	in	22	
練	來	開	四	先	去	來	山		l	in	4		l	in	31		l	in	31	
鍊	來	開	四	先	去	來	山		l	in	4		l	in	31		l	in	31	
鏈	徹	開	三	仙B	平	知	山		l	in	4		l	in	31		l	in	31	
煉	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	in	4		l	in	31		l	in	31	
拎	來	開	四	青	平	來	梗		l	ing	1		l	ɪŋ	23		l	ɛeŋ	23	
領	來	開	三	清A	上	來	梗		l	ing	1		l	ɪŋ	23		l	ɛeŋ	23	領會
嶺	來	開	三	清A	上	來	梗		l	ing	1		l	ɪŋ	23		l	ɛeŋ	23	嶺澳
令									l	ing	1		l	ɪŋ	23		l	ɛeŋ	23	一令紙
伶	來	開	四	青	平	來	梗		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
玲	來	開	四	青	平	來	梗		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
聆	來	開	四	青	平	來	梗		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
蛉	來	開	四	青	平	來	梗		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
羚	來	開	四	青	平	來	梗		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
鈴	來	開	四	青	平	來	梗		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
齡	來	開	四	青	平	來	梗		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
靈	來	開	四	青	平	來	梗		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
令	來	開	四	青	平	來	梗		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	令狐
零	來	開	四	先	平	來	山		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
凌	來	開	三	蒸	平	來	曾		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
陵	來	開	三	蒸	平	來	曾		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
菱	來	開	三	蒸	平	來	曾		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
楞	來	開	一	登	平	來	曾		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	楞角
稜	來	開	一	登	平	來	曾		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
領	來	開	三	清A	上	來	梗		l	ing	2		l	ɪŋ	21		l	ɛeŋ	21	領導
嶺	來	開	三	清A	上	來	梗		l	ing	2		l	ɪŋ	21		l	ɛeŋ	21	嶺南
令	來	開	三	仙A	平	來	山		l	ing	4		l	ɪŋ	31		l	ɛeŋ	31	命令
愣	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ing	4		l	ɪŋ	31		l	ɛeŋ	31	
另	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ing	4		l	ɪŋ	31		l	ɛeŋ	31	
楞									l	ing	4		l	ɪŋ	31		l	ɛeŋ	31	發楞
捩	來	開	四	先	入	來	山		l	it	8		l	it	31		l	it	31	捩手
劣	來	合	三	仙A	入	來	山		l	it	8		l	it	31		l	it	31	
冽	來	開	三	仙A	入	來	山		l	it	8		l	it	31		l	it	31	
烈	來	開	三	仙A	入	來	山		l	it	8		l	it	31		l	it	31	
裂	來	開	三	仙A	入	來	山		l	it	8		l	it	31		l	it	31	
列	知	合	三	虞	平	知	遇		l	it	8		l	it	31		l	it	31	
囉	來	開	一	歌	平	來	果		l	o	1		l	ɔ	23		l	ɔ	23	囉嗦
咯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	o	1		l	ɔ	23		l	ɔ	23	
裸	來	合	一	歌	上	來	果		l	o	3		l	ɔ	35		l	ɔ	35	
螺	來	合	一	歌	平	來	果		l	o	2		l	ɔ	22		l	ɔ	22	
騾	來	合	一	歌	平	來	果		l	o	2		l	ɔ	22		l	ɔ	22	
羅	來	開	一	歌	平	來	果		l	o	2		l	ɔ	22		l	ɔ	22	
儸	來	開	一	歌	平	來	果		l	o	2		l	ɔ	22		l	ɔ	22	
蘿	來	開	一	歌	平	來	果		l	o	2		l	ɔ	22		l	ɔ	22	
籮	來	開	一	歌	平	來	果		l	o	2		l	ɔ	22		l	ɔ	22	
鑼	來	開	一	歌	平	來	果		l	o	2		l	ɔ	22		l	ɔ	22	
邏	來	開	一	歌	去	來	果		l	o	2		l	ɔ	22		l	ɔ	22	
囉									l	o	2		l	ɔ	22		l	ɔ	22	嘍囉
豊	來	開	四	齊	上	來	蟹		l	oi	1		l	ɔi	23		l	ɔj	23	
禮	來	開	四	齊	上	來	蟹		l	oi	1		l	ɔi	23		l	ɔj	23	
犁	來	開	四	齊	平	來	蟹		l	oi	2		l	ɔi	22		l	ɔj	22	
黎	來	開	四	齊	平	來	蟹		l	oi	2		l	ɔi	22		l	ɔj	22	
驪	來	開	三	支A	平	來	止		l	oi	2		l	ɔi	22		l	ɔj	22	
鸝	來	開	三	支A	平	來	止		l	oi	2		l	ɔi	22		l	ɔj	22	
嚟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	oi	2		l	ɔi	22		l	ɔj	22	
嚟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	oi	2		l	ɔi	22		l	ɔj	22	
來	來	開	一	咍	平	來	蟹		l	oi	2		l	ɔi	22		l	ɔj	22	
萊	來	開	一	咍	平	來	蟹		l	oi	2		l	ɔi	22		l	ɔj	22	
捩	來	開	四	齊	去	來	蟹		l	oi	4		l	ɔi	31		l	ɔj	31	
例	來	開	三	祭A	去	來	蟹		l	oi	4		l	ɔi	31		l	ɔj	31	
厲	來	開	三	祭A	去	來	蟹		l	oi	4		l	ɔi	31		l	ɔj	31	
勵	來	開	三	祭A	去	來	蟹		l	oi	4		l	ɔi	31		l	ɔj	31	
蠣	來	開	三	祭A	去	來	蟹		l	oi	4		l	ɔi	31		l	ɔj	31	
吏	來	開	三	之	去	來	止		l	oi	4		l	ɔi	31		l	ɔj	31	
麗	來	開	三	支A	平	來	止		l	oi	4		l	ɔi	31		l	ɔj	31	
邐	來	開	三	支A	上	來	止		l	oi	4		l	ɔi	31		l	ɔj	31	
利	來	開	三	脂A	去	來	止		l	oi	4		l	ɔi	31		l	ɔj	31	
痢	來	開	三	脂A	去	來	止		l	oi	4		l	ɔi	31		l	ɔj	31	
莉	澄	開	三	脂B	平	知	止		l	oi	4		l	ɔi	31		l	ɔj	31	
俐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	oi	4		l	ɔi	31		l	ɔj	31	
睞	來	開	一	咍	去	來	蟹		l	oi	4		l	ɔi	31		l	ɔj	31	
骼	見	開	三	辛	入	見	梗		l	ok	8		l	ɔk	31		l	ɔk	31	
酪	來	開	一	唐	入	來	宕		l	ok	8		l	ɔk	31		l	ɔk	31	乳酪
落	來	開	一	唐	入	來	宕		l	ok	8		l	ɔk	31		l	ɔk	31	落下
樂	來	開	一	唐	入	來	宕		l	ok	8		l	ɔk	31		l	ɔk	31	快樂
絡	來	開	一	唐	入	來	宕		l	ok	8		l	ɔk	31		l	ɔk	31	
落	來	開	二	唐	入	來	宕		l	ok	6		l	ɔk	35		l	ɔk	35	角落
駱	來	開	一	唐	入	來	宕		l	ok	7		l	ɔk	23		l	ɔk	23	
烙	來	開	一	唐	入	來	宕		l	ok	7		l	ɔk	23		l	ɔk	23	
洛	來	開	一	唐	入	來	宕		l	ok	7		l	ɔk	23		l	ɔk	23	
蜋	來	開	三	陽	平	來	宕		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
郎	來	開	一	唐	平	來	宕		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
狼	來	開	一	唐	平	來	宕		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
琅	來	開	一	唐	平	來	宕		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
廊	來	開	一	唐	平	來	宕		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
瑯	來	開	一	唐	平	來	宕		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
榔	來	開	一	唐	平	來	宕		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
浪	來	開	一	唐	平	來	宕		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	滄浪
螂	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
朗	來	開	一	唐	上	來	宕		l	ong	2		l	ɔŋ	21		l	ɔŋ	21	
晾	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ong	4		l	ɔŋ	31		l	ɔŋ	31	
虜	來	開	一	模	上	來	遇		l	ou	1		l	ou	23		l	ou	23	
滷	來	開	一	模	上	來	遇		l	ou	1		l	ou	23		l	ou	23	
魯	來	開	一	模	上	來	遇		l	ou	1		l	ou	23		l	ou	23	
擄	來	開	一	模	上	來	遇		l	ou	1		l	ou	23		l	ou	23	
櫓	來	開	一	模	上	來	遇		l	ou	1		l	ou	23		l	ou	23	
嚕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ou	1		l	ou	23		l	ou	23	
摟	來	合	三	虞	平	來	遇		l	ou	2		l	ou	22		l	ou	22	摟抱
嘍	來	開	一	侯	平	來	流		l	ou	2		l	ou	22		l	ou	22	
樓	來	開	一	侯	平	來	流		l	ou	2		l	ou	22		l	ou	22	
髏	來	開	一	侯	平	來	流		l	ou	2		l	ou	22		l	ou	22	
簍	來	開	一	侯	平	來	流		l	ou	2		l	ou	22		l	ou	22	
蘆	來	開	三	魚	平	來	遇		l	ou	2		l	ou	22		l	ou	22	
廬	來	開	三	魚	平	來	遇		l	ou	2		l	ou	22		l	ou	22	
驢	來	開	三	魚	平	來	遇		l	ou	2		l	ou	22		l	ou	22	
盧	來	開	一	模	平	來	遇		l	ou	2		l	ou	22		l	ou	22	
爐	來	開	一	模	平	來	遇		l	ou	2		l	ou	22		l	ou	22	
顱	來	開	一	模	平	來	遇		l	ou	2		l	ou	22		l	ou	22	
鏤	來	合	三	虞	平	來	遇		l	ou	4		l	ou	31		l	ou	31	
陋	來	開	一	侯	去	來	流		l	ou	4		l	ou	31		l	ou	31	
漏	來	開	一	侯	去	來	流		l	ou	4		l	ou	31		l	ou	31	
賂	來	開	一	模	去	來	遇		l	ou	4		l	ou	31		l	ou	31	
路	來	開	一	模	去	來	遇		l	ou	4		l	ou	31		l	ou	31	
露	來	開	一	模	去	來	遇		l	ou	4		l	ou	31		l	ou	31	
鷺	來	開	一	模	去	來	遇		l	ou	4		l	ou	31		l	ou	31	
虜	來	開	一	模	上	來	遇		l	u	1		l	u	23		l	u	23	又音
滷	來	開	一	模	上	來	遇		l	u	1		l	u	23		l	u	23	又音
魯	來	開	一	模	上	來	遇		l	u	1		l	u	23		l	u	23	又音
擄	來	開	一	模	上	來	遇		l	u	1		l	u	23		l	u	23	又音
櫓	來	開	一	模	上	來	遇		l	u	1		l	u	23		l	u	23	又音
嚕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	u	1		l	u	23		l	u	23	又音
蘆	來	開	三	魚	平	來	遇		l	u	2		l	u	22		l	u	22	又音
廬	來	開	三	魚	平	來	遇		l	u	2		l	u	22		l	u	22	又音
