读音	字目	备注	声调符号	
pʰat2	潑			
pʰat4	拔			
pʰat4	鈸			
mat2	抹			
mat2	襪			
mat4	末			
mat4	沫			
fat2	闊			
fat2	髮			
fat2	發			
fat4	乏			
fat4	活			
fat4	伐			
fat4	筏			
fat4	罰			
vat2	豁			
vat2	猾			
vat4	滑			
tʰat4	達			
lat2	癩			
lat4	辣			
tsat2	紮			
tsʰat2	擦			
tsʰat2	察			
sat2	薩			
sat2	殺			
kat2	擖			
kat2	刮			
ŋat2	囓			
hat2	瞎			
at2	扼			
pet2	憋			
pet2	北			
pet2	逼			
pet2	迫			
pʰet2	撇			
pʰet2	帛			
pʰet4	別			
met2	陌			
met2	覓			
met4	滅			
met4	篾			
met4	密			
met4	蜜			
met4	墨			
met4	默			
fet4	或			
fet4	惑			
fet4	獲			
vet2	挖			
vet2	域			
tet2	跌			
tet2	得			
tet2	德			
tʰet2	鐵			
tʰet2	忒			
tʰet2	踢			
net2	孽			
net2	捏			
net2	訖			
net2	乞			
net2	竻	植物的刺		
let4	烈			
let4	烈			
let4	裂			
let4	肋			
let4	勒			
tset2	截			
tset2	則			
tset2	側			
tsʰet2	測			
tsʰet2	策			
tsʰet4	絕			
tsʰet4	賊			
tsʰet4	澤			
tsʰet4	宅			
set2	薛			
set2	泄			
set2	屑			
set2	雪			
set2	塞			
set2	色			
tʃet2	哲			
tʃet2	折			
tʃet2	浙			
tʃʰet2	撤			
tʃʰet2	轍			
ʃet2	設			
ʃet2	歇			
ʃet2	血			
ʃet4	舌			
ʃet4	穴			
het2	黑			
het4	核	審~		
pʰiet2	弼			
tsiet2	節			
tsʰiet2	切			
kiet2	揭			
kiet2	蠍			
kiet2	結			
kiet2	潔			
kiet2	厥			
kiet2	決			
kiet2	訣			
kiet2	國			
kiet2	革			
kʰiet2	厥	一~詞		
kʰiet2	缺			
kʰiet2	刻			
kʰiet2	克			
kʰiet4	傑			
ŋiet4	熱			
ŋiet4	月			
iet2	曰			
iet2	乙			
iet4	悅			
iet4	閱			
iet4	越			
iet4	粵			
pit2	筆			
pit2	畢			
pit2	必			
pit2	碧			
pʰit2	僻			
pʰit2	闢			
pʰit4	蝠	~婆(蝙蝠)		
tit2	的			
tit2	滴			
tit2	嫡			
tʰit2	剔			
tʰit4	特			
tʰit4	敵			
tʰit4	狄			
lit4	栗			
lit4	力			
lit4	歷			
tsit2	秩			
tsit2	即			
tsit2	鯽			
tsit2	責			
tsit2	積			
tsit2	脊			
tsit2	績			
tsʰit2	七			
tsʰit2	漆			
tsʰit2	膝			
tsʰit2	籍			
tsʰit2	藉			
tsʰit2	戚			
tsʰit4	疾			
tsʰit4	席			
sit2	悉			
sit2	瑟			
sit2	蝨			
sit2	戌			
sit2	恤			
sit2	息			
sit2	熄			
sit2	媳			
sit2	嗇			
sit2	惜			
sit2	昔			
sit2	釋			
sit2	析			
kit2	吉			
kit2	橘			
kit2	擊			
kit2	激			
kit2	桔			
kʰit4	極			
ŋit2	日			
it2	一			
it2	抑			
it2	益			
it4	逸			
it4	翼			
it4	亦			
it4	譯			
it4	易			
it4	液			
it4	腋			
it4	疫			
it4	役			
tʃɿt2	只			
tʃɿt2	執			
tʃɿt2	質			
tʃɿt2	織			
tʃɿt2	職			
tʃʰɿt2	擲			
tʃʰɿt2	斥			
tʃʰɿt2	吃			
tʃʰɿt4	蟄			
tʃʰɿt4	姪			
tʃʰɿt4	直			
tʃʰɿt4	值			
tʃʰɿt4	殖			
tʃʰɿt4	植			
ʃɿt2	失			
ʃɿt2	室			
ʃɿt2	識			
ʃɿt2	式			
ʃɿt2	飾			
ʃɿt2	適			
ʃɿt4	實			
ʃɿt4	食			
ʃɿt4	蝕			
pot2	發	~蟲(長蟲)		
tot2	掇			
tʰot2	脫			
tʰot4	奪			
lot2	劣			
lot4	捋			
tsot2	撮			
sot2	刷			
tʃot2	拙			
ʃot2	說			
kot2	割			
kot2	葛			
hot2	喝			
hot2	渴			
hot2	轄			
put2	不			
pʰut2	匹			
pʰut4	勃			
mut4	沒			
fut2	窟			
fut2	忽			
fut2	彿			
fut4	佛			
fut4	核	果核		
vut2	□	拗彎		
vut4	物			
vut4	勿			
tʰut4	突			
tʰut4	禿			
lut2	㪐	脫落		
lut4	律			
lut4	率	速~		
tsut2	卒			
tʃʰut2	出			
ʃut4	術			
ʃut4	述			
kut2	骨			
pak2	百			
pak2	柏			
pak2	伯			
pak4	□	~煙(抽煙)		
pʰak2	魄			
pʰak4	白			
mak2	擘			
mak2	脈			
mak4	麥			
vak4	劃			
tʰak4	笛			
tʰak4	糴			
nak4	搦	~緊(握緊)		
lak4	曆			
tsak2	摘			
tsak2	矺	(壓)		
tsʰak2	拆			
tsʰak2	冊			
tsʰak4	擇	選~		
tsʰak4	柵			
tʃak2	隻			
tʃak2	炙			
tʃʰak2	赤			
tʃʰak2	尺			
ʃak4	石			
kak2	格			
kak2	隔			
kʰak2	客			
hak2	嚇			
hak4	核	~卵(睪丸)		
ak2	扼			
ak2	軛			
piak2	璧			
piak2	壁			
pʰiak2	劈			
liak4	俐			
tsiak2	跡			
tsʰiak2	刺			
tsʰiak4	蓆			
siak2	鵲			
siak2	錫			
kʰiak2	劇			
kʰiak4	屐			
ŋiak2	額			
ŋiak4	逆			
iak4	曳	~手(招手)		
tsɿk2	捉			
tsʰɿk2	濁			
tsʰɿk2	促			
tsʰɿk4	族			
sɿk2	速			
sɿk2	肅			
sɿk2	縮			
pok2	博			
pok2	剝			
pok2	駁			
pʰok2	泊			
pʰok2	樸			
pʰok2	拍			
pʰok4	薄			
pʰok4	雹			
pʰok4	撲			
pʰok4	仆			
mok2	募			
mok2	膜			
mok2	幕			
mok2	寞			
mok4	莫			
vok2	握			
vok2	沃			
vok4	鑊			
tok4	剁			
tok4	□	~背(跟在後面)		
tʰok2	託			
tʰok2	托			
tʰok4	擇	~菜		
nok2	諾			
nok2	匿			
lok2	駱			
lok4	落			
lok4	烙			
lok4	洛			
lok4	絡			
lok4	樂			
tsok2	作			
tsok2	桌			
tsok2	卓			
tsʰok2	昨			
tsʰok4	鑿			
sok2	塑			
sok2	索			
sok2	朔			
tʃok2	著	~衫		
tʃok2	酌			
tʃok2	斫			
tʃʰok4	著	附~		
ʃok2	綽			
ʃok2	芍			
ʃok4	勺			
kok2	各			
kok2	閣			
kok2	擱			
kok2	郭			
kok2	廓			
kok2	覺			
kok2	角			
kʰok2	擴			
kʰok2	霍			
kʰok2	確			
ŋok4	鄂			
ŋok4	岳			
hok4	鶴			
hok4	學			
ok2	惡			
pʰiok4	縛			
liok4	略			
liok4	掠			
tsiok2	爵			
tsiok2	雀			
tsiok2	嚼			
siok2	削			
kiok2	腳			
kʰiok2	卻			
ŋiok2	虐			
ŋiok2	瘧			
ŋiok2	溺			
ŋiok4	弱			
iok2	約			
iok2	躍			
iok4	若			
iok4	藥			
puk2	訃			
puk2	腹			
pʰuk2	卜			
pʰuk4	僕			
muk2	木			
muk2	目			
muk4	穆			
muk4	牧			
fuk2	福			
fuk2	幅			
fuk2	蝠			
fuk2	複			
fuk2	腹			
fuk2	覆			
fuk4	復			
fuk4	斛			
fuk4	服			
fuk4	伏			
vuk2	屋			
tuk2	琢			
tuk2	啄			
tuk2	篤			
tuk2	督			
tuk2	涿	淋(雨)		
tʰuk4	獨			
tʰuk4	讀			
tʰuk4	牘			
tʰuk4	犢			
tʰuk4	毒			
luk2	祿			
luk2	摝			
luk4	鹿			
luk4	熝			
tʃuk2	竹			
tʃuk2	築			
tʃuk2	祝			
tʃuk2	粥			
tʃuk2	燭			
tʃuk2	囑			
tʃuk2	蜀			
tʃʰuk2	觸			
tʃʰuk2	束			
tʃʰuk4	濁	動詞		
tʃʰuk4	逐			
tʃʰuk4	軸			
ʃuk2	畜			
ʃuk2	叔			
ʃuk2	淑			
ʃuk4	熟			
ʃuk4	贖			
ʃuk4	屬			
kuk2	穀			
kʰuk2	哭			
kʰuk2	酷			
liuk2	六			
liuk4	陸			
liuk4	綠			
liuk4	錄			
tsiuk2	足			
tsʰiuk2	刺			
siuk2	宿			
siuk2	寂			
siuk2	粟			
siuk4	續			
siuk4	俗			
kʰiuk2	掘			
kʰiuk2	屈			
kʰiuk2	掘			
kʰiuk2	倔			
kʰiuk2	菊			
kʰiuk2	麴			
kʰiuk2	曲			
kʰiuk4	局			
ŋiuk2	肉			
ŋiuk4	嶽			
ŋiuk4	玉			
ŋiuk4	獄			
iuk2	郁			
iuk2	育			
iuk4	辱			
iuk4	褥			
iuk4	欲			
iuk4	慾			
iuk4	浴			
pa13	背			
pa53	坝			
pʰa31	罢			
ma44	马			
ma44	码			
ma53	骂			
fa13	华			
fa31	画			
va31	话			
la13	逻			
tsa53	诈			
tsʰa44	钗			
sa44	纱			
sa31	洒			
tʃʰa44	车			
tʃʰa44	赊			
ʃa31	舍			
ka44	家			
ka53	贾			
ka53	驾			
ka53	价			
ka53	挂			
kʰa44	夸			
ha13	虾			
ha31	厦			
a44	鸦			
a44	亚			
a31	哑			
tsʰia31	谢			
sia31	写			
sia53	泻			
ia13	爷			
tsʰe13	齐			
se44	丝			
se53	细			
tʃʰe53	滞			
pi44	飞			
pi53	贝			
pi53	币			
pi53	毙			
pi53	闭			
pi53	辈			
pʰi31	备			
mi13	谜			
fi44	飞			
fi44	挥			
fi44	辉			
fi31	贿			
fi31	汇			
fi31	会			
fi31	绘			
fi31	讳			
fi53	废			
fi53	毁			
fi53	费			
fi53	汇			
vi13	为			
vi13	维			
vi13	遗			
vi13	违			
vi13	围			
vi31	卫			
vi31	伟			
vi31	纬			
vi31	谓			
vi31	猬			
tʰi13	题			
tʰi31	体			
tʰi53	递			
ni44	蚁			
ni13	谊			
ni31	腻			
ni53	弥			
li44	吕			
li44	礼			
li44	厘			
li44	鲤			
li13	离			
li13	篱			
li31	虑			
li31	滤			
li31	励			
li31	丽			
li31	隶			
li31	里			
li53	厉			
tsi13	挤			
tsi53	际			
tsi53	济			
tsi53	剂			
tsʰi44	栖			
tsʰi13	脐			
tsʰi13	随			
si44	须			
si44	须			
si44	筛			
si31	叙			
si31	绪			
ki44	车			
ki44	饥			
ki44	几			
ki44	机			
ki44	讥			
ki44	饥			
ki31	举			
ki31	据			
ki31	继			
ki31	纪			
ki31	几			
ki53	锯			
ki53	计			
ki53	记			
kʰi44	趋			
kʰi44	区			
kʰi13	骑			
kʰi13	鳍			
kʰi31	惧			
kʰi31	启			
kʰi31	岂			
ŋi44	语			
ŋi13	仪			
ŋi31	御			
ŋi31	艺			
ŋi31	义			
ŋi31	饵			
ŋi31	拟			
i44	医			
i13	于			
i13	余			
i13	儿			
i31	预			
i31	异			
i53	誉			
i53	忆			
i53	亿			
tsɿ44	组			
tsɿ44	资			
tsʰɿ44	雏			
tsʰɿ13	辞			
tsʰɿ13	词			
tsʰɿ31	础			
tsʰɿ53	处			
tsʰɿ53	厕			
sɿ44	苏			
sɿ44	师			
sɿ44	狮			
sɿ44	丝			
sɿ31	驶			
sɿ31	莳			
sɿ53	诉			
sɿ53	赐			
tʃɿ31	纸			
tʃɿ53	制			
tʃɿ53	志			
tʃʰɿ44	痴			
tʃʰɿ13	驰			
tʃʰɿ13	迟			
tʃʰɿ13	齿			
tʃʰɿ31	耻			
tʃʰɿ53	试			
ʃɿ44	虚			
ʃɿ44	嘘			
ʃɿ44	携			
ʃɿ44	牺			
ʃɿ44	尸			
ʃɿ44	诗			
ʃɿ13	时			
ʃɿ31	许			
ʃɿ31	视			
ʃɿ53	势			
ʃɿ53	系			
ʃɿ53	系			
ʃɿ53	戏			
ʃɿ53	弃			
ʃɿ53	气			
pʰo31	颇			
fo31	贺			
fo31	伙			
fo31	祸			
fo53	货			
vo44	窝			
vo44	蜗			
tʰo13	驼			
lo13	罗			
lo13	锣			
lo13	箩			
lo13	脶			
tsʰo13	锄			
tsʰo53	错			
so31	锁			
so31	琐			
ko31	个			
ko53	过			
kʰo53	课			
ŋo13	鹅			
ŋo31	饿			
ŋo31	卧			
pu31	补			
pu53	布			
pʰu44	铺			
pʰu31	辅			
pʰu53	铺			
mu13	诬			
fu44	肤			
fu13	壶			
fu13	胡			
fu31	浒			
fu31	户			
fu31	沪			
fu31	护			
fu31	妇			
fu53	裤			
fu53	负			
vu44	乌			
vu13	无			
vu31	抚			
vu31	鹉			
vu53	恶			
vu53	务			
vu53	雾			
tu31	赌			
tʰu13	涂			
tʰu13	图			
tʰu53	镀			
lu44	鲁			
lu44	虏			
lu44	卤			
lu13	卢			
lu13	炉			
lu13	芦			
lu13	庐			
lu13	驴			
lu53	鹭			
tʃu44	猪			
tʃu44	诸			
tʃu44	诛			
tʃu44	朱			
tʃu53	着			
tʃu53	注			
tʃu53	铸			
tʃu53	昼			
tʃʰu44	苎			
tʃʰu13	储			
tʃʰu13	厨			
tʃʰu31	处			
ʃu44	书			
ʃu44	枢			
ʃu44	输			
ʃu31	数			
ʃu31	竖			
ʃu31	树			
ʃu31	寿			
ku53	顾			
kʰu53	库			
ŋu31	误			
tiu44	丢			
liu13	刘			
liu53	馏			
tsiu53	皱			
tsʰiu44	锹			
tsʰiu44	鳅			
tsʰiu31	宙			
siu53	绣			
siu53	锈			
tʃʰiu13	绸			
tʃʰiu13	筹			
tʃʰiu31	丑			
tʃʰiu53	纣			
tʃʰiu53	兽			
kiu44	鸠			
kiu44	纠			
kʰiu31	旧			
iu44	忧			
iu13	优			
iu13	邮			
iu13	犹			
iu31	佑			
iu53	赂			
iu53	诱			
pai31	摆			
pʰai31	败			
mai44	买			
mai31	卖			
mai53	迈			
fai13	怀			
tai53	带			
tʰai44	递			
tʰai53	态			
lai31	赖			
tsai44	斋			
tsai31	载			
tsai53	债			
tsʰai31	采			
sai31	玺			
sai53	晒			
sai53	帅			
kai44	阶			
kai44	鸡			
kai31	拐			
kai53	届			
kʰai31	凯			
kʰai53	会			
kʰai53	刽			
kʰai53	桧			
kʰai53	块			
hai13	谐			
hai31	骇			
ai53	蔼			
pʰoi13	赔			
voi53	会			
voi53	秽			
tʰoi13	台			
tʰoi31	贷			
loi13	来			
tsoi53	载			
soi44	鳃			
soi53	赛			
soi53	岁			
ʃoi53	税			
koi44	该			
koi53	盖			
kʰoi44	开			
ŋoi31 	碍			
oi53	爱			
tui53	对			
tui53	队			
tʰui31	兑			
nui31	内			
lui44	屡			
lui31	垒			
lui31	类			
lui31	泪			
sui44	虽			
sui44	绥			
tʃui44	锥			
tʃui53	赘			
tʃui53	坠			
tʃʰui13	锤			
ʃui13	谁			
kui44	闺			
kui44	规			
kui44	龟			
kui44	归			
kui31	诡			
kui31	轨			
kui53	贵			
kʰui44	亏			
kʰui44	窥			
kʰui31	溃			
kʰui31	柜			
ŋui13	伪			
iui31	锐			
pau44	鲍			
pau31	宝			
pau31	饱			
pau53	报			
pʰau44	抛			
mau13	无			
tau31	祷			
tau31	岛			
tʰau44	涛			
tʰau31	讨			
tʰau31	盗			
tʰau53	导			
nau44	恼			
nau31	脑			
nau31	闹			
lau13	劳			
lau13	捞			
lau13	涝			
tsau31	枣			
tsʰau44	钞			
sau44	骚			
sau53	扫			
tʃʰau31	赵			
tʃʰau31	诏			
ʃau44	烧			
ʃau44	嚣			
ʃau44	侥			
ʃau31	晓			
ʃau53	绍			
kau44	胶			
kau31	绞			
kau31	搅			
hau13	号			
hau31	号			
au31	袄			
au53	奥			
piau44	表			
pʰiau44	标			
pʰiau44	飘			
pʰiau53	鳔			
miau13	锚			
miau31	庙			
miau53	猫			
tiau44	鸟			
tiau53	钓			
tiau53	吊			
tʰiau13 	条			
tʰiau13 	调			
tʰiau31	调			
tʰiau53	粜			
tʰiau53	调			
liau13	疗			
liau13	辽			
siau44	销			
siau44	萧			
siau44	箫			
kiau44	骄			
kiau44	娇			
kiau13	饺			
kiau31	缴			
kʰiau13	乔			
kʰiau13	侨			
kʰiau13	桥			
kʰiau13	荞			
kʰiau31	轿			
kʰiau53	窍			
ŋiau44	鸟			
ŋiau13	挠			
ŋiau13	饶			
ŋiau13	浇			
ŋiau13	尧			
ŋiua53	绕			
iau44	扰			
iau13	摇			
iau13	谣			
iau13	窑			
iau31	鹞			
meu44	亩			
meu13	谋			
meu31	贸			
meu31	谬			
teu53	斗			
tʰeu13	头			
neu31	尔			
neu31	纽			
leu13	捞			
leu13	楼			
leu13	搂			
tseu44	邹			
tsʰeu31	骤			
tsʰeu53	凑			
seu44	馊			
seu44	搜			
seu31	飕			
heu31	后			
eu44	欧			
eu44	瓯			
eu31	呕			
eu31	殴			
eu31	怄			
eu53	沤			
kieu44	钩			
kieu44	沟			
kieu53	够			
kieu53	构			
kieu53	购			
kʰieu44	抠			
kʰieu44	阄			
fam13	矾			
fam53	范			
tam44	担			
tam31	胆			
tam53	担			
tʰam44	贪			
tʰam13	谭			
tʰam13	谈			
lam13	蓝			
lam13	篮			
lam31	揽			
lam31	榄			
lam31	缆			
lam53	览			
lam53	滥			
tsam31	斩			
tsam53	渗			
tsʰam44	参			
tsʰam44	搀			
tsʰam13	蚕			
tsʰam13	谗			
tsʰam13	馋			
tsʰam31	惨			
tsʰam31	惭			
tʃam53	占			
ʃam44	膻			
ʃam13	蝉			
ʃam13	禅			
ʃam31	闪			
ʃam31	险			
kam44	尴			
kam44	监			
kam31	减			
kam53	鉴			
kam53	舰			
kʰam44	龛			
ŋam13	岩			
ham13	咸			
ham13	衔			
ham31	馅			
tiam31	点			
tiam53	垫			
liam13	镰			
liam13	帘			
liam53	殓			
tsʰiam44	签			
tsʰiam44	签			
tsʰiam31	暂			
tsʰiam31	渐			
siam13	歼			
siam13	潜			
kiam31	检			
kiam53	剑			
kʰiam44	谦			
kʰiam13	钳			
kʰiam13	槛			
kʰiam31	俭			
ŋiam13	阎			
ŋiam13	严			
ŋiam13	酽			
ŋiam13	鲶			
ŋiam31	验			
ŋiam31	俨			
iam44	阉			
iam13	盐			
iam13	檐			
iam31	艳			
iam53	厌			
lim13	临			
tsʰim13	寻			
tsʰim31	寝			
kim31	锦			
kim53	揿			
kʰim44	钦			
im44	阴			
im31	饮			
tʃɿm44	针			
ʃɿm31	审			
ʃɿm31	婶			
pan44	颁			
pan53	绊			
pʰan13	盘			
pʰan31	办			
man44	满			
man13	蛮			
man13	瞒			
man13	馒			
fan13	还			
fan13	环			
fan13	烦			
fan31	饭			
fan53	贩			
van44	弯			
van44	湾			
van13	还			
van13	归			
van13	还			
van31	万			
tan44	单			
tan31	诞			
tʰan44	滩			
tʰan44	摊			
tʰan13	坛			
tʰan13	弹			
nan13	难			
nan31	难			
lan44	懒			
lan13	兰			
lan13	拦			
lan13	栏			
lan13	鸾			
lan31	烂			
tsan31	赚			
tsan31	绽			
tsan31	盏			
tsʰan13	残			
tsʰan31	灿			
tsʰan31	铲			
tsʰan31	栈			
san44	删			
san31	伞			
san31	产			
kan44	间			
kan44	关			
kan31	简			
kan31	拣			
kan31	谏			
kan31	涧			
kan31	茧			
kan31	笕			
kan53	间			
kan53	惯			
ŋan13	颜			
ŋan13	顽			
ŋan31	谚			
han13	闲			
han13	还			
han31	苋			
han31	蚬			
pen44	辫			
pen31	贬			
pʰen44	编			
pʰen31	辩			
pʰen31	骗			
men44	闽			
men31	面			
men31	悯			
ten44	颠			
ten44	灯			
tʰen13	腾			
tʰen31	邓			
nen13	宁			
nen31	捻			
len44	脸			
len13	连			
len13	联			
len13	莲			
len31	练			
len31	炼			
len31	恋			
tsen53	赠			
tsʰen13	层			
tsʰen31	浅			
tsʰen31	践			
tsʰen31	贱			
tsʰen31	饯			
sen44	鲜			
sen31	癣			
sen31	羡			
sen31	选			
sen53	线			
tʃen44	颤			
tʃen53	战			
tʃʰen13	缠			
ʃen44	轩			
ʃen44	鳝			
ʃen13	贤			
ʃen13	悬			
ʃen31	显			
ʃen31	现			
ʃen53	宪			
ʃen53	献			
pien44	边			
pien53	变			
mien13	绵			
mien31	缅			
tʰien31	电			
tsien44	笺			
tsien53	荐			
tsʰien44	迁			
tsʰien13	钱			
kien44	艰			
kien44	坚			
kien44	绢			
kien44	轰			
kien31	卷			
kien53	见			
kʰien44	牵			
kʰien13	干			
kʰien13	权			
kʰien13	颧			
kʰien31	键			
kʰien31	恳			
kʰien31	垦			
kʰien53	劝			
ŋien31	愿			
ien44	烟			
ien44	渊			
ien13	圆			
ien13	员			
ien13	缘			
ien13	铅			
ien13	辕			
ien13	园			
ien31	远			
ien31	县			
ien53	砚			
ien53	咽			
pin44	宾			
pin44	槟			
pin31	禀			
pin31	并			
pin53	殡			
pin53	鬓			
pʰin13	贫			
pʰin13	频			
min13	鸣			
tin31	顶			
tʰin31	锭			
lin44	鳞			
lin13	怜			
lin13	邻			
lin13	灵			
tsin31	晋			
tsin53	进			
tsʰin44	亲			
tsʰin31	尽			
tsʰin31	静			
sin31	讯			
kin44	茎			
kin44	荆			
kin44	鲸			
kin44	经			
kin31	紧			
kin53	劲			
kʰin44	倾			
kʰin31	竞			
kʰin31	顷			
kʰin53	庆			
ŋin31	认			
in44	晕			
in44	应			
in44	鹰			
in44	莺			
in44	鹦			
in44	樱			
in44	婴			
in44	缨			
in13	蝇			
in13	萤			
in13	荥			
in31	颖			
in53	应			
tʃɿn44	诊			
tʃɿn44	征			
tʃɿn44	贞			
tʃɿn44	侦			
tʃɿn31	镇			
tʃɿn31	惩			
tʃɿn53	证			
tʃʰɿn44	称			
tʃʰɿn13	陈			
tʃʰɿn13	尘			
tʃʰɿn13	诚			
tʃʰɿn31	阵			
ʃɿn44	兴			
ʃɿn13	绳			
ʃɿn31	肾			
ʃɿn53	衅			
ʃɿn53	胜			
ʃɿn53	兴			
ʃɿn53	圣			
fon31	缓			
fon31	唤			
fon31	焕			
von31	换			
ton31	断			
ton53	断			
tʰon13	团			
tʰon13	团			
tʰon31	缎			
lon31	乱			
tson44	钻			
tson53	钻			
tsʰon44	闩			
tsʰon53	窜			
tʃon44	专			
tʃon44	砖			
tʃon31	转			
tʃʰon13	传			
tʃʰon53	传			
kon44	干			
kon44	杆			
kon44	观			
kon31	秆			
kon31	赶			
kon31	馆			
kon53	干			
kon53	贯			
kʰon44	宽			
kʰon44	欢			
hon13	韩			
hon31	焊			
ŋion44	软			
pun53	粪			
pʰun13	评			
pʰun53	喷			
mun13	门			
mun31	闷			
mun53	问			
fun44	纷			
fun44	荤			
fun13	坟			
fun31	愤			
fun31	奋			
vun44	温			
vun13	浑			
vun13	纹			
vun13	闻			
vun31	稳			
tun31	顿			
tʰun31	钝			
lun13	论			
lun13	伦			
lun13	沦			
lun13	轮			
lun31	论			
sun44	孙			
sun31	损			
sun31	笋			
sun53	逊			
tʃun31	准			
ʃun44	勋			
ʃun44	熏			
ʃun13	唇			
ʃun13	纯			
ʃun31	顺			
ʃun53	训			
kʰun44	昆			
kʰun31	滚			
kʰun31	捆			
ŋun13	龈			
kiun44	钧			
kiun44	军			
kiun31	仅			
kiun31	谨			
kʰiun13	琼			
ŋiun13	银			
ŋiun31	韧			
iun13	匀			
iun13	云			
iun31	隐			
iun31	润			
iun31	闰			
iun31	韵			
iun31	运			
iun31	咏			
maŋ13	庞			
vaŋ13	横			
taŋ44	钉			
taŋ31	顶			
taŋ53	订			
tʰaŋ53	听			
tsaŋ44	争			
tsaŋ44	筝			
tsaŋ44	睁			
tsʰaŋ53	衬			
tsʰaŋ53	撑			
tʃʰaŋ31	郑			
ʃaŋ44	声			
kaŋ53	径			
piaŋ31	饼			
miaŋ13	铭			
tʰiaŋ44	厅			
liaŋ44	领			
liaŋ44	岭			
liaŋ31	领			
tsʰiaŋ31	请			
tsʰiaŋ31	净			
kiaŋ44	惊			
kiaŋ31	颈			
kiaŋ53	镜			
kʰiaŋ44	轻			
kʰiaŋ31	俭			
kʰiaŋ53	劲			
iaŋ13	赢			
iaŋ13	营			
tsɿŋ44	综			
tsɿŋ31	总			
tsʰɿŋ44	聪			
sɿŋ44	双			
sɿŋ44	松			
poŋ44	帮			
poŋ31	谤			
poŋ31	绑			
foŋ44	谎			
foŋ31	纺			
foŋ31	访			
voŋ13	黄			
toŋ44	当			
toŋ31	党			
toŋ31	挡			
toŋ53	当			
tʰoŋ44	汤			
tʰoŋ31	荡			
tʰoŋ53	烫			
tsoŋ44	赃			
tsoŋ44	脏			
tsoŋ44	庄			
tsoŋ44	装			
tsoŋ53	壮			
tsʰoŋ44	仓			
tsʰoŋ44	苍			
tsʰoŋ44	疮			
tsʰoŋ13	床			
tsʰoŋ31	脏			
tsʰoŋ31	闯			
tsʰoŋ31	状			
tsʰoŋ53	创			
soŋ44	丧			
soŋ31	丧			
tʃoŋ44	张			
tʃoŋ31	长			
tʃoŋ53	涨			
tʃoŋ53	帐			
tʃoŋ53	账			
tʃoŋ53	胀			
tʃʰoŋ13	长			
tʃʰoŋ13	肠			
tʃʰoŋ13	场			
tʃʰoŋ31	畅			
tʃʰoŋ31	厂			
ʃoŋ44	伤			
ʃoŋ44	乡			
ʃoŋ13	尝			
ʃoŋ13	偿			
ʃoŋ13	恒			
ʃoŋ31	赏			
ʃoŋ31	饷			
ʃoŋ31	响			
koŋ44	岗			
koŋ44	刚			
koŋ44	纲			
koŋ31	广			
koŋ31	讲			
koŋ53	钢			
kʰoŋ31	旷			
kʰoŋ53	况			
kʰoŋ53	矿			
hoŋ31	项			
mioŋ31	网			
lioŋ44	两			
lioŋ13	凉			
lioŋ13	粮			
lioŋ13	辆			
lioŋ31	两			
lioŋ31	谅			
tsioŋ44	将			
tsioŋ44	浆			
tsioŋ31	蒋			
tsioŋ31	奖			
tsioŋ31	桨			
tsioŋ53	酱			
tsioŋ53	将			
tsʰioŋ44	枪			
tsʰioŋ31	抢			
sioŋ44	厢			
sioŋ44	镶			
sioŋ13	墙			
sioŋ13	详			
kioŋ44	姜			
kioŋ31	强			
kʰioŋ44	缰			
kʰioŋ13	强			
ŋioŋ31	酿			
ŋioŋ31	让			
ioŋ44	养			
ioŋ44	痒			
ioŋ13	杨			
ioŋ13	阳			
ioŋ13	扬			
ioŋ13	疡			
ioŋ31	样			
pʰuŋ13	凭			
pʰuŋ13	冯			
pʰuŋ13	缝			
pʰuŋ53	缝			
muŋ31	梦			
fuŋ44	哄			
fuŋ44	风			
fuŋ44	枫			
fuŋ44	疯			
fuŋ44	丰			
fuŋ44	锋			
fuŋ13	红			
fuŋ13	鸿			
fuŋ31	讽			
fuŋ31	凤			
vuŋ53	瓮			
tuŋ44	东			
tuŋ53	栋			
tʰuŋ13	铜			
tʰuŋ31	动			
tʰuŋ31	统			
nuŋ13	农			
nuŋ13	脓			
nuŋ13	侬			
luŋ44	笼			
luŋ44	聋			
luŋ44	拢			
luŋ44	垄			
luŋ13	砻			
luŋ31	陇			
tsʰuŋ13	丛			
tʃuŋ44	终			
tʃuŋ44	钟			
tʃuŋ44	钟			
tʃuŋ13	种			
tʃuŋ13	肿			
tʃuŋ53	众			
tʃuŋ53	种			
tʃʰuŋ44	轻			
tʃʰuŋ13	虫			
tʃʰuŋ31	宠			
tʃʰuŋ53	铳			
ʃuŋ44	凶			
kuŋ53	贡			
liuŋ13	龙			
tsiuŋ44	踪			
tsiuŋ31	纵			
tsiuŋ31	怂			
tsʰiuŋ13	从			
siuŋ31	诵			
siuŋ31	颂			
siuŋ31	讼			
kiuŋ44	宫			
kiuŋ31	巩			
kʰiuŋ13	穷			
ŋiuŋ13	浓			
iuŋ44	痈			
iuŋ13	荣			
iuŋ13	绒			
iuŋ13	镕			
iuŋ53	拥			
ŋ13	吴			
ŋ31	娱			
nap4	纳			
lap4	蜡			
tsʰap2	闸			
tsʰap4	杂			
tʃap2	折			
ʃap4	峡			
ʃap4	胁			
ʃap4	协			
kap2	鸽			
ap2	鸭			
ap2	压			
tiap2	贴			
tiap4	迭			
tiap4	谍			
liap4	腊			
liap4	猎			
kiap4	挟			
