							#調值 [1]22 [2]55 [3]53 [4]24 [5]11 [6]33
10682	膂	l	ɔi	24	陽上		
10683	旅	l	ɔi	24	陽上		
10696	芧	tɕʰ	y	24	陽上	苧麻。	
10697	苧	tɕʰ	y	24	陽上	苧麻。	
10710	䰞	tɕ	y	53	陰上		
10711	煑	tɕ	y	53	陰上		
10721	鼠	ɕ	y	53	陰上		
10726	處	tɕʰ	y	11	陰去	處所。	
10748	女	ȵ	y	24	陽上		
10750	許	h	ɔi	53	陰上		
10752	巨	kʰ	ɔi	33	陽去		
10753	拒	kʰ	ɔi	33	陽去		
10755	距	kʰ	ɔi	33	陽去		
10756	𧣒	kʰ	ɔi	33	陽去		
10770	所	s	ᴀu	53	陰上		
10771	𠩄	s	ᴀu	53	陰上		
10777	楚	tsʰ	ᴀu	53	陰上		
10785	阻	ts	ᴀu	53	陰上		
10797	舉	k	ɔi	53	陰上		
10807	敘	tsʰ	ɔi	33	陽去		
10808	緒	s	ɔi	33	陽去		
10810	序	tsʰ	ɔi	33	陽去		
10835	羽	∅	y	24	陽上		
10837	雨	∅	y	24	陽上		
10850	聚	tsʰ	ɔi	33	陽去		
10854	斧	p	ᴀu	53	陰上		
10857	府	f	ʋ	53	陰上		
10872	武	∅	ʋ	24	陽上		
10873	舞	∅	ʋ	24	陽上		
10873	舞	m	ᴀu	24	陽上		
10874	儛	m	ᴀu	24	陽上		
10874	儛	∅	ʋ	24	陽上		
10897	輔	f	ʋ	33	陽去		
10900	腐	f	ʋ	33	陽去		
10924	柱	tɕʰ	y	24	陽上		
10939	豎	ɕ	y	33	陽去		
10940	竪	ɕ	y	33	陽去		
10955	主	tɕ	y	53	陰上		
10975	數	s	ᴀu	11	陰去	數學。	
10988	取	tsʰ	ɔi	53	陰上		
11012	土	tʰ	ᴀu	53	陰上		
11016	杜	t	ᴀu	33	陽去		
11021	肚	t	ᴀu	24	陽上	腹肚。	
11025	魯	l	ᴀu	24	陽上		
11027	滷	l	ᴀu	24	陽上		
11047	賭	t	ᴀu	53	陰上		
11049	肚	t	ᴀu	24	陽上	豬肚。不符合該方言古今對應規律。	
11055	古	k	ʋ	53	陰上		
11056	鼓	k	ʋ	53	陰上		
11076	五	∅	m	24	陽上		
11081	簿	p	ᴀu	24	陽上		
11082	部	p	ᴀu	33	陽去		
11088	祖	ts	ᴀu	53	陰上		
11094	虎	f	ʋ	53	陰上		
11111	苦	f	ʋ	53	陰上	味苦	
11111	苦	kʰ	ʋ	53	陰上	苦命。	
11116	努	n	ᴀu	24	陽上		
11118	戶	∅	ʋ	33	陽去		
11141	普	pʰ	ᴀu	53	陰上		
11146	補	p	ᴀu	53	陰上		
11154	禮	l	ᴀi	24	陽上		
11155	礼	l	ᴀi	24	陽上		
11170	體	tʰ	ᴀi	53	陰上		
11171	軆	tʰ	ᴀi	53	陰上		
11181	䍤	tɕ	i	53	陰上		
11185	底	t	ᴀ	53	陰上		
11197	弟	t	ᴀi	33	陽去		
11217	洗	s	ᴀ	53	陰上		
11218	洒	s	ᴀ	53	陰上		
11225	啟	kʰ	ᴀi	53	陰上		
11233	启	kʰ	ᴀi	53	陰上		
11245	米	m	ᴀ	24	陽上		
11270	蟹	h	ᴀu	22	陰平	不符合該方言古今對應規律。	
11271	䲒	h	ᴀu	22	陰平	不符合該方言古今對應規律。	
11277	買	m	ou	24	陽上		
11288	嬭	n	ou	24	陽上	奶娘	
11288	嬭	n	ᴀi	24	陽上	奶粉。	
11289	㚷	n	ou	24	陽上	奶娘	
11289	㚷	n	ᴀi	24	陽上	奶粉。	
11296	矮	∅	ou	53	陰上		
11299	擺	p	ou	53	陰上		
11300	捭	p	ou	53	陰上		
11301	解	k	ou	53	陰上		
11304	灑	s	ᴀ	53	陰上		
11314	拐	k	ʋᴀ	53	陰上		
11321	楷	k	ou	22	陰平	不符合該方言古今對應規律。	
11371	辠	tsʰ	ɔi	33	陽去		
11372	罪	tsʰ	ɔi	33	陽去		
11380	骽	tʰ	ɔi	53	陰上		
11381	腿	tʰ	ɔi	53	陰上		
11392	匯	∅	ʋᴀi	33	陽去		
11437	海	h	ʋ	53	陰上		
11449	宰	ts	ʋ	53	陰上		
11455	待	t	ʋ	33	陽去		
11467	改	k	ou	53	陰上		
11470	亥	h	ʋ	33	陽去		
11479	彩	tsʰ	ʋ	53	陰上		
11515	診	tsʰ	ᴀn	11	陰去	不符合該方言古今對應規律。	
11527	腎	s	ᴀn	33	陽去		
11533	忍	ȵ	iᴀn	24	陽上		
11551	緊	k	ᴀn	53	陰上		
11555	盡	tsʰ	ᴀn	33	陽去		
11575	菌	kʰ	ʋᴀn	24	陽上		
11580	引	∅	iᴀn	24	陽上		
11581	𢎢	∅	iᴀn	24	陽上		
11598	敏	m	ᴀn	24	陽上		
11625	準	ts	ᴀn	53	陰上	很準。	
11626	准	ts	ᴀn	53	陰上	很準。	
11631	允	∅	ʋᴀn	24	陽上		
11637	筍	s	ᴀn	53	陰上		
11638	笋	s	ᴀn	53	陰上		
11648	蠢	tsʰ	ᴀn	53	陰上		
11649	𢧨	tsʰ	ᴀn	53	陰上		
11681	粉	f	ᴀn	53	陰上		
11684	憤	f	ᴀn	53	陰上	不符合該方言古今對應規律。	
11685	𢤬	f	ᴀn	53	陰上	不符合該方言古今對應規律。	
11721	隱	∅	iᴀn	53	陰上		
11732	謹	k	ᴀn	53	陰上		
11747	近	kʰ	ᴀn	24	陽上		
11755	遠	∅	ʋeŋ	24	陽上		
11775	楗	k	ʋeŋ	11	陰去	不符合該方言古今對應規律。	
11776	鍵	k	ʋeŋ	11	陰去	不符合該方言古今對應規律。	
11787	晚	m	ɔŋ	24	陽上		
11794	反	f	ɔŋ	53	陰上		
11843	混	∅	ʋᴀn	33	陽去		
11849	棍	k	ʋᴀn	11	陰去		
11863	本	p	ᴀn	53	陰上		
11869	損	s	ᴀn	53	陰上		
11879	穩	∅	ʋᴀn	53	陰上		
11884	盾	t	ᴀn	53	陰上	不符合該方言古今對應規律。	
11923	笨	p	ᴀn	33	陽去		
11930	很	h	ᴀn	53	陰上		
11932	墾	kʰ	ᴀn	53	陰上		
11938	旱	h	ɔŋ	24	陽上		
11951	坦	tʰ	ɔŋ	53	陰上		
11953	散	s	ɔŋ	53	陰上	藥散。	
11954	𢽳	s	ɔŋ	53	陰上	藥散。	
11955	𢿱	s	ɔŋ	53	陰上	藥散。	
11961	傘	s	ɔŋ	11	陰去	不符合該方言古今對應規律。	
11968	誕	t	ɔŋ	33	陽去		
11990	嬾	l	ɔŋ	24	陽上		
11991	懶	l	ɔŋ	24	陽上		
12005	緩	∅	ʋɔŋ	33	陽去		
12019	短	t	ɔŋ	53	陰上		
12020	𢭃	t	ɔŋ	53	陰上		
12023	椀	∅	ʋɔŋ	53	陰上		
12024	盌	∅	ʋɔŋ	53	陰上		
12034	管	k	ʋɔŋ	53	陰上		
12035	筦	k	ʋɔŋ	53	陰上		
12046	卵	l	ɔŋ	24	陽上		
12047	款	kʰ	ʋɔŋ	53	陰上		
12048	歀	kʰ	ʋɔŋ	53	陰上		
12049	欵	kʰ	ʋɔŋ	53	陰上		
12055	煗	n	ɔŋ	24	陽上		
12056	㬉	n	ɔŋ	24	陽上		
12057	暖	n	ɔŋ	24	陽上		
12058	煖	n	ɔŋ	24	陽上		
12070	伴	p	ɔŋ	24	陽上		
12073	滿	m	ɔŋ	24	陽上		
12084	斷	t	ɔŋ	24	陽上	斷絕。	
12086	緞	t	ɔŋ	33	陽去		
12093	板	p	ɔŋ	53	陰上		
12129	產	tsʰ	ɔŋ	53	陰上		
12139	限	h	ɔŋ	33	陽去		
12145	簡	k	ɔŋ	53	陰上		
12151	揀	k	ɔŋ	53	陰上		
12153	鏟	tsʰ	ɔŋ	53	陰上		
12166	眼	ŋ	ɔŋ	24	陽上		
12168	琖	ts	ɔŋ	53	陰上		
12169	盞	ts	ɔŋ	53	陰上		
12170	𧣴	ts	ɔŋ	53	陰上		
12200	典	t	eŋ	53	陰上		
12239	顯	h	eŋ	53	陰上		
12261	扁	p	eŋ	53	陰上		
12285	辮	p	eŋ	22	陰平	不符合該方言古今對應規律。	
12306	癬	s	eŋ	53	陰上		
12313	演	ŋ	eŋ	24	陽上	不符合該方言古今對應規律。	
12321	踐	tsʰ	eŋ	53	陰上	不符合該方言古今對應規律。	
12328	展	ts	eŋ	53	陰上		
12329	㞡	ts	eŋ	53	陰上		
12358	淺	tsʰ	eŋ	53	陰上		
12387	善	s	eŋ	33	陽去		
12388	譱	s	eŋ	33	陽去		
12399	剪	ts	eŋ	53	陰上		
12434	件	kʰ	eŋ	33	陽去		
12438	辯	p	eŋ	33	陽去		
12439	䛒	p	eŋ	33	陽去		
12441	辨	p	eŋ	33	陽去		
12481	轉	ts	øn	53	陰上	轉身。	
12487	捲	k	ʋeŋ	53	陰上	捲起。	
12492	輭	ŋ	øn	24	陽上		
12493	軟	ŋ	øn	24	陽上		
12521	篆	tsʰ	øn	33	陽去		
12537	選	s	øn	53	陰上		
12552	免	m	eŋ	24	陽上		
12591	繳	k	iᴀu	53	陰上		
12596	鳥	n	iᴀu	24	陽上	鳥。不符合該方言古今對應規律。	
12596	鳥	t	iᴀu	53	陰上	交合。	
12606	了	l	iᴀu	24	陽上		
12624	曉	h	iᴀu	53	陰上		
12671	小	ɕ	iᴀu	53	陰上		
12674	肈	ɕ	iᴀu	33	陽去		
12676	兆	tɕʰ	iᴀu	33	陽去		
12677	趙	tɕʰ	iᴀu	33	陽去		
12693	少	ɕ	iᴀu	53	陰上	多少。	
12730	秒	m	iᴀu	24	陽上		
12734	紹	ɕ	iᴀu	33	陽去		
12735	綤	ɕ	iᴀu	33	陽去		
12751	表	p	iᴀu	53	陰上	表格。	
12752	𧘝	p	iᴀu	53	陰上	表格。	
12753	𧞧	p	iᴀu	53	陰上	表格。	
12769	舀	∅	iᴀu	24	陽上		
12797	巧	kʰ	iᴀu	53	陰上	不符合該方言古今對應規律。	
12805	飽	p	ɔ	53	陰上		
12806	𩜿	p	ɔ	53	陰上		
12807	𩛁	p	ɔ	53	陰上		
12821	攪	k	ɔ	53	陰上		
12824	𢯴	k	ɔ	53	陰上		
12833	爪	ts	ɔ	53	陰上	爪子。	
12850	齩	ŋ	ɔ	24	陽上		
12853	煼	tsʰ	ɔ	53	陰上		
12854	𩱦	tsʰ	ɔ	53	陰上		
12855	𤌉	tsʰ	ɔ	53	陰上		
12856	炒	tsʰ	ɔ	53	陰上		
12859	吵	tsʰ	ɔ	55	陽平	不符合該方言古今對應規律。	
12869	浩	h	ɔ	33	陽去		
12880	抱	p	ɔ	24	陽上		
12881	老	l	ɔ	24	陽上		
12895	討	tʰ	ɔ	53	陰上		
12898	道	t	ɔ	33	陽去		
12899	衟	t	ɔ	33	陽去		
12900	𡬹	t	ɔ	33	陽去		
12901	稻	t	ɔ	33	陽去		
12905	堖	n	ɔ	24	陽上		
12906	腦	n	ɔ	24	陽上		
12907	𠜶	n	ɔ	24	陽上		
12914	㛮	s	ɔ	53	陰上		
12915	嫂	s	ɔ	53	陰上		
12916	㛐	s	ɔ	53	陰上		
12918	埽	s	ɔ	11	陰去	掃地。不符合該方言古今對應規律。	
12919	掃	s	ɔ	11	陰去	掃地。不符合該方言古今對應規律。	
12921	倒	t	ɔ	53	陰上	倒水。不符合該方言古今對應規律。	
12924	㠀	t	ɔ	53	陰上		
12932	草	tsʰ	ɔ	53	陰上		
12933	艸	tsʰ	ɔ	53	陰上		
12939	早	ts	ɔ	53	陰上		
12948	棗	ts	ɔ	53	陰上		
12951	皁	tsʰ	ɔ	33	陽去		
12953	造	tsʰ	ɔ	33	陽去		
12958	稾	k	ɔ	53	陰上		
12959	藁	k	ɔ	53	陰上		
12966	好	h	ɔ	53	陰上	好壞。	
12972	寶	p	ɔ	53	陰上		
12973	珤	p	ɔ	53	陰上		
12974	保	p	ɔ	53	陰上		
12975	𣎼	p	ɔ	53	陰上		
12987	襖	∅	ɔ	53	陰上		
13001	考	kʰ	ɔ	53	陰上		
13002	攷	kʰ	ɔ	53	陰上		
13030	舵	t	ᴀu	55	陽平	不符合該方言古今對應規律。	
13037	我	ŋ	ᴀu	24	陽上		
13065	可	kʰ	ᴀu	53	陰上		
13076	左	ts	ᴀu	53	陰上		
13079	果	k	ʋᴀu	53	陰上		
13080	菓	k	ʋᴀu	53	陰上		
13094	朵	t	ᴀu	53	陰上		
13095	朶	t	ᴀu	53	陰上		
13105	鎖	s	ᴀu	53	陰上		
13126	惰	t	ᴀu	33	陽去		
13131	妥	tʰ	ᴀu	53	陰上		
13143	坐	tsʰ	ᴀu	24	陽上		
13144	𡋲	tsʰ	ᴀu	24	陽上		
13169	禍	∅	ʋᴀu	24	陽上		
13170	𥙯	∅	ʋᴀu	24	陽上		
13176	火	f	ᴀu	53	陰上		
13185	馬	m	ᴀu	24	陽上		
13192	者	ts	ᴀ	53	陰上		
13195	野	∅	iᴀ	24	陽上		
13196	壄	∅	iᴀ	24	陽上		
13200	雅	ŋ	ᴀ	53	陰上	不符合該方言古今對應規律。	
13208	假	k	ᴀu	53	陰上	真假。	
13209	叚	k	ᴀu	53	陰上	真假。	
13216	啞	∅	ᴀu	53	陰上		
13217	瘂	∅	ᴀu	53	陰上		
13218	𤺘	∅	ᴀu	53	陰上		
13222	下	h	ᴀu	33	陽去	山下。	
13224	夏	h	ᴀu	33	陽去	姓夏。	
13225	廈	h	ᴀu	33	陽去	廈門。	
13226	寫	s	ᴀ	53	陰上		
13236	社	s	ᴀ	24	陽上		
13243	捨	s	ᴀ	53	陰上	捨得。	
13244	舍	s	ᴀ	53	陰上	捨得。	
13251	把	p	ᴀu	53	陰上	把關。	
13263	寡	k	ʋᴀu	53	陰上		
13271	瓦	ŋ	ᴀ	53	陰上	不符合該方言古今對應規律。	
13271	瓦	∅	ʋᴀ	53	陰上	不符合該方言古今對應規律。	
13274	惹	ȵ	iᴀ	24	陽上		
13288	撦	tsʰ	ᴀ	53	陰上		
13305	養	∅	iei	24	陽上		
13306	痒	∅	iei	24	陽上		
13307	癢	∅	iei	24	陽上		
13312	像	tsʰ	ei	33	陽去		
13313	象	tsʰ	ei	33	陽去		
13323	㢡	ts	ei	53	陰上		
13324	獎	ts	ei	53	陰上		
13328	蔣	ts	ei	53	陰上		
13330	兩	l	ei	24	陽上	兩尺、二兩讀音亦同。	
13349	彊	kʰ	ei	53	陰上	勉強。不符合該方言古今對應規律。	
13353	仰	∅	iei	24	陽上		
13363	想	s	ei	53	陰上		
13365	掌	ts	ei	53	陰上		
13368	𠁊	s	o	53	陰上		
13369	爽	s	o	53	陰上		
13377	響	h	ei	53	陰上		
13381	亯	h	ei	53	陰上		
13382	亨	h	ei	53	陰上		
13389	廠	tsʰ	o	53	陰上		
13397	丈	tsʰ	ei	33	陽去	丈量。	
13397	丈	tsʰ	ei	24	陽上	一丈	
13398	杖	tsʰ	ei	33	陽去		
13399	仗	tsʰ	ei	33	陽去		
13404	壤	∅	iei	33	陽去	不符合該方言古今對應規律。	
13412	賞	s	ei	53	陰上		
13419	仿	f	o	53	陰上	相仿。	
13420	紡	f	o	53	陰上		
13423	网	m	o	24	陽上		
13424	網	m	o	24	陽上		
13439	枉	∅	ʋo	53	陰上		
13443	往	∅	ʋo	24	陽上		
13447	搶	tsʰ	ei	53	陰上		
13448	摤	tsʰ	ei	53	陰上		
13449	長	ts	ei	53	陰上		
13450	上	s	ei	24	陽上	上山。	
13451	丄	s	ei	24	陽上	上山。	
13461	蕩	t	o	33	陽去		
13477	廣	k	ʋo	53	陰上		
13479	榜	p	o	53	陰上		
13487	髒	ts	o	22	陰平	骯髒。	
13515	蟒	m	o	24	陽上		
13518	黨	t	o	53	陰上		
13523	朗	l	o	24	陽上		
13524	朖	l	o	24	陽上		
13525	誏	l	o	24	陽上		
13550	晃	f	o	11	陰去	不符合該方言古今對應規律。	
13565	𧧢	f	o	22	陰平	不符合該方言古今對應規律。	
13579	梗	k	ʋᴀ	53	陰上		
13581	哽	kʰ	ᴀ	53	陰上	不符合該方言古今對應規律。	
13588	丙	p	ᴀ	53	陰上		
13597	警	k	ᴀ	53	陰上		
13598	儆	k	ᴀ	53	陰上		
13599	景	k	ᴀ	53	陰上		
13600	境	k	ᴀ	53	陰上		
13605	影	∅	ᴀ	53	陰上		
13613	省	s	ᴀ	53	陰上	省長、節省讀音亦同。	
13622	永	∅	ʋᴀ	24	陽上		
13634	杏	h	ᴀn	33	陽去		
13637	猛	m	ᴀ	24	陽上		
13643	礦	kʰ	o	11	陰去	不符合該方言古今對應規律。	
13644	鑛	kʰ	o	11	陰去	不符合該方言古今對應規律。	
13645	𨥑	kʰ	o	11	陰去	不符合該方言古今對應規律。	
13658	打	t	ᴀu	53	陰上	不符合該方言古今對應規律。	
13659	冷	l	ᴀ	24	陽上		
13665	耿	k	ᴀn	53	陰上		
13671	幸	h	ᴀn	33	陽去		
13672	𡴘	h	ᴀn	33	陽去		
13680	靜	tsʰ	ᴀ	33	陽去		
13681	睜	ts	ᴀ	22	陰平		
13690	整	ts	ᴀ	53	陰上		
13691	⿱⿰来攵正	ts	ᴀ	53	陰上		
13704	穎	∅	iᴀn	33	陽去		
13705	領	l	ᴀ	24	陽上		
13706	嶺	l	ᴀ	24	陽上		
13707	阾	l	ᴀ	24	陽上		
13711	頸	k	ᴀ	53	陰上		
13712	餅	p	ᴀ	53	陰上		
13723	丼	ts	ᴀ	53	陰上		
13730	請	tsʰ	ᴀ	53	陰上		
13762	頂	t	ᴀ	53	陰上		
13763	𩠑	t	ᴀ	53	陰上		
13775	挺	tʰ	ᴀ	53	陰上	不符合該方言古今對應規律。	
13776	艇	tʰ	ᴀ	24	陽上	不符合該方言古今對應規律。	
13815	醒	s	ᴀ	53	陰上		
13833	竝	pʰ	ᴀ	11	陰去	並排。不符合該方言古今對應規律。	
13834	並	pʰ	ᴀ	11	陰去	並排。不符合該方言古今對應規律。	
13848	等	t	ei	53	陰上		
13851	肯	h	ei	53	陰上		
13852	肎	h	ei	53	陰上		
13854	有	∅	iu	24	陽上		
13857	友	∅	iu	24	陽上		
13858	㕛	∅	iu	24	陽上		
13863	柳	l	iu	24	陽上		
13878	紐	n	iu	53	陰上		
13887	丑	tɕʰ	iu	53	陰上	子丑。	
13898	久	k	iu	53	陰上		
13899	九	k	iu	53	陰上		
13908	手	ɕ	iu	53	陰上		
13909	守	tɕ	iu	53	陰上	守屋	
13909	守	ɕ	iu	53	陰上	守。	
13916	婦	f	ʋ	33	陽去		
13918	負	f	ʋ	33	陽去		
13950	舅	kʰ	iu	24	陽上		
13961	紂	tɕʰ	iu	11	陰去	不符合該方言古今對應規律。	
13969	誘	∅	iu	33	陽去	不符合該方言古今對應規律。	
13970	㕗	∅	iu	33	陽去	不符合該方言古今對應規律。	
13971	䛻	∅	iu	33	陽去	不符合該方言古今對應規律。	
13988	受	ɕ	iu	33	陽去		
14000	酒	tɕ	iu	53	陰上		
14017	厚	h	ᴀu	24	陽上		
14018	垕	h	ᴀu	24	陽上		
14019	後	h	ᴀu	33	陽去	前後。	
14020	𨒥	h	ᴀu	33	陽去	前後。	
14021	后	h	ᴀu	33	陽去	皇后。	
14024	母	m	ᴀu	24	陽上		
14025	牡	m	ᴀu	55	陽平		
14025	牡	m	ᴀu	24	陽上		
14026	某	m	ᴀu	24	陽上		
14029	𠭇	m	ᴀu	24	陽上		
14030	畮	m	ᴀu	24	陽上		
14031	畞	m	ᴀu	24	陽上		
14048	斗	t	ᴀu	53	陰上	一斗。	
14049	㪷	t	ᴀu	53	陰上	一斗。	
14052	阧	t	ᴀu	53	陰上		
14053	陡	t	ᴀu	53	陰上		
14067	狗	k	ᴀu	53	陰上		
14078	藕	ŋ	ᴀu	55	陽平		
14078	藕	ŋ	ᴀu	24	陽上		
14079	蕅	ŋ	ᴀu	24	陽上		
14079	蕅	ŋ	ᴀu	55	陽平		
14080	偶	ŋ	ᴀu	24	陽上		
14120	嘔	∅	ᴀu	53	陰上		
14136	走	ts	ᴀu	53	陰上		
14137	口	h	ᴀu	53	陰上		
14165	糾	t	ᴀu	53	陰上	不符合該方言古今對應規律。	
14172	寢	tsʰ	ᴀn	53	陰上		
14173	梫	tsʰ	ᴀn	53	陰上		
14174	㾛	tsʰ	ᴀn	53	陰上		
14217	枕	ts	ᴀn	53	陰上	枕頭。	
14220	沈	s	ᴀn	53	陰上		
14221	邥	s	ᴀn	53	陰上		
14223	審	s	ᴀn	53	陰上		
14247	錦	k	ᴀn	53	陰上		
14254	稟	p	ᴀn	53	陰上		
14256	飲	∅	ᴀn	53	陰上	飲酒。	
14258	品	pʰ	ᴀn	53	陰上		
14266	感	k	ɔŋ	53	陰上		
14317	慘	tsʰ	ɔŋ	53	陰上		
14384	敢	k	ɔŋ	53	陰上		
14385	𠭖	k	ɔŋ	53	陰上		
14386	𣪏	k	ɔŋ	53	陰上		
14387	𢽤	k	ɔŋ	53	陰上		
14393	覽	l	ɔŋ	24	陽上		
14403	毯	tʰ	ɔŋ	53	陰上		
14407	膽	t	ɔŋ	53	陰上		
14418	淡	t	ɔŋ	24	陽上		
14461	險	h	eŋ	53	陰上		
14469	貶	p	eŋ	53	陰上		
14481	儉	kʰ	eŋ	24	陽上		
14483	檢	k	eŋ	53	陰上		
14496	染	ŋ	eŋ	24	陽上		
14503	陝	s	eŋ	53	陰上		
14505	閃	s	eŋ	53	陰上		
14529	漸	tsʰ	eŋ	33	陽去		
14553	點	t	eŋ	53	陰上		
14609	減	k	ɔŋ	53	陰上		
14616	斬	ts	ɔŋ	53	陰上		
14633	艦	l	ɔŋ	33	陽去	不符合該方言古今對應規律。	
14652	範	f	ɔŋ	33	陽去	師範。	
14655	犯	f	ɔŋ	33	陽去		
14666	送	s	ɛ	11	陰去		
14669	鳳	f	ɛ	33	陽去		
14670	𠤈	f	ɛ	33	陽去		
14671	貢	k	e	11	陰去		
14681	弄	l	ɛ	33	陽去		
14689	凍	t	ɛ	11	陰去		
14695	控	h	ɛ	11	陰去		
14699	空	h	ɛ	22	陰平	空缺。不符合該方言古今對應規律。	
14701	糉	ts	ɛ	11	陰去		
14702	粽	ts	ɛ	11	陰去		
14715	洞	t	ɛ	33	陽去		
14731	痛	tʰ	ɛ	11	陰去		
14735	諷	f	ɛ	22	陰平	不符合該方言古今對應規律。	
14736	風	f	ɛ	22	陰平	不符合該方言古今對應規律。	
14740	㝱	m	ɛ	33	陽去		
14741	夢	m	ɛ	33	陽去		
14755	中	ts	e	11	陰去	打中。	
14764	眾	ts	e	11	陰去		
14769	宋	s	ɛ	11	陰去		
14770	綜	ts	ɛ	22	陰平	不符合該方言古今對應規律。	
14773	統	tʰ	ɛ	53	陰上	不符合該方言古今對應規律。	
14778	用	∅	ie	33	陽去		
14779	頌	ts	ɛ	11	陰去	不符合該方言古今對應規律。	
14780	誦	s	ɛ	11	陰去	不符合該方言古今對應規律。	
14783	俸	f	ɛ	33	陽去		
14785	縫	f	ɛ	55	陽平	一條縫。不符合該方言古今對應規律。	
14787	共	kʰ	e	33	陽去		
14805	種	ts	e	11	陰去	種樹。	
14821	降	k	o	11	陰去	下降。	
14822	𡲣	k	o	11	陰去	下降。	
14824	巷	h	o	33	陽去		
14825	衖	h	o	33	陽去		
14832	撞	tsʰ	o	33	陽去		
14849	避	p	ᴀi	33	陽去		
14854	荔	l	ᴀi	33	陽去		
14859	豉	ɕ	i	33	陽去		
14860	𢻃	ɕ	i	33	陽去		
14869	賜	tɕʰ	i	11	陰去		
14875	爲	∅	ʋᴀi	55	陽平	為了。不符合該方言古今對應規律。	
14892	被	p	ᴀi	33	陽去	被迫。	
14898	寄	k	ᴀi	11	陰去		
14910	刺	tɕʰ	i	11	陰去		
14911	刾	tɕʰ	i	11	陰去		
14920	易	∅	i	33	陽去	難易。	
14927	議	ȵ	i	53	陰上	不符合該方言古今對應規律。	
14932	義	ȵ	i	33	陽去		
14943	智	tɕ	i	11	陰去		
14944	𣉻	tɕ	i	11	陰去		
14959	戲	kʰ	ᴀi	11	陰去	不符合該方言古今對應規律。	
14997	睡	s	ɔi	33	陽去	不符合該方言古今對應規律。	
14998	瑞	∅	iɔi	33	陽去	祥瑞。不符合該方言古今對應規律。	
14998	瑞	s	ɔi	33	陽去	祥瑞。	
15022	至	tɕ	i	11	陰去		
15035	位	∅	ʋᴀi	33	陽去		
15046	遂	s	ɔi	33	陽去		
15048	隧	s	ɔi	33	陽去		
15066	𥝩	s	ɔi	33	陽去		
15067	穗	s	ɔi	33	陽去		
15070	醉	ts	ɔi	11	陰去		
15081	類	l	ɔi	33	陽去		
15082	淚	l	ɔi	33	陽去		
15090	祕	p	ᴀi	11	陰去	秘書。	
15111	櫃	kʰ	ʋᴀi	33	陽去		
15122	備	p	ᴀi	33	陽去		
15123	俻	p	ᴀi	33	陽去		
15124	𤰇	p	ᴀi	33	陽去		
15125	𤰈	p	ᴀi	33	陽去		
15145	帥	s	ɔi	11	陰去		
15161	視	ɕ	i	33	陽去		
15162	眎	ɕ	i	33	陽去		
15163	眡	ɕ	i	33	陽去		
15164	利	l	ᴀi	33	陽去		
15165	𥝤	l	ᴀi	33	陽去		
15176	屁	pʰ	ᴀi	11	陰去		
15177	䊧	pʰ	ᴀi	11	陰去		
15179	致	tɕ	i	11	陰去		
15200	稚	tɕ	i	33	陽去	不符合該方言古今對應規律。	
15244	二	ȵ	i	33	陽去		
15245	弍	ȵ	i	33	陽去		
15251	次	tɕʰ	i	11	陰去		
15267	四	s	ᴀi	11	陰去		
15268	亖	s	ᴀi	11	陰去		
15269	𠃢	s	ᴀi	11	陰去		
15281	器	h	ᴀi	11	陰去		
15282	季	k	ʋᴀi	11	陰去		
15284	鼻	p	ᴀi	33	陽去		
15311	地	t	ᴀi	33	陽去		
15312	墬	t	ᴀi	33	陽去		
15328	示	ɕ	i	33	陽去		
15333	自	ɕ	i	33	陽去		
15354	志	tɕ	i	11	陰去		
15358	痣	tɕ	i	11	陰去		
15362	值	tsʰ	ᴀ	22	陰平		
15364	治	tɕʰ	i	33	陽去		
15367	寺	ɕ	i	33	陽去		
15370	飤	tɕʰ	i	55	陽平	不符合該方言古今對應規律。	
15371	飼	tɕʰ	i	55	陽平	不符合該方言古今對應規律。	
15380	試	ɕ	i	11	陰去		
15392	字	ɕ	i	33	陽去		
15427	異	∅	i	33	陽去		
15434	置	tɕ	i	11	陰去		
15436	侍	ɕ	i	33	陽去		
15439	事	ɕ	i	33	陽去		
15441	忌	kʰ	ᴀi	33	陽去		
15441	忌	k	ᴀi	11	陰去	kᴀi11的音讀不符合該方言古今對應規律。	
15462	意	∅	ᴀi	11	陰去		
15466	記	k	ᴀi	11	陰去		
15479	未	m	ᴀi	33	陽去		
15480	味	m	ᴀi	33	陽去		
15487	貴	k	ʋᴀi	11	陰去		
15490	胃	∅	ʋᴀi	33	陽去		
15491	謂	∅	ʋᴀi	33	陽去		
15507	魏	ŋ	ᴀi	33	陽去		
15520	費	f	ᴀi	11	陰去		
15532	慰	∅	ʋᴀi	33	陽去		
15576	毅	ŋ	ᴀi	33	陽去		
15583	氣	h	ᴀi	11	陰去		
15584	炁	h	ᴀi	11	陰去		
15622	鋸	k	ɔi	11	陰去		
15639	去	kʰ	ɔi	11	陰去		
15639	去	h	ᴀu	11	陰去		
15647	署	ɕ	y	53	陰上	署名。不符合該方言古今對應規律。	
15648	藷	ɕ	y	55	陽平	紅薯。不符合該方言古今對應規律。	
15655	著	tɕ	y	11	陰去		
15690	助	tsʰ	ᴀu	33	陽去		
15701	預	∅	y	33	陽去		
15731	遇	∅	y	33	陽去		
15741	樹	ɕ	y	33	陽去		
15747	住	tɕʰ	y	33	陽去		
15751	附	f	ʋ	33	陽去		
15761	注	tɕ	y	11	陰去		
15778	句	k	ɔi	11	陰去		
