字目	读音	注释	声母	韵母	声调	(声母)	(声母序)	(韵母序)	(调序)	最后一个同音字?1为是	同音字汇(连字音beta!)	声韵组合	最后一个同音异调?1为是	同音字汇(同音异调!)	同音字汇连声韵
傲	ŋau13		ŋ	au	13	ŋ	20	16	4	1	傲	ŋau	0	[1]囂[2]熬敖肴淆爻遨[4]傲	ŋau[1]囂[2]熬敖肴淆爻遨[4]傲
樂	ŋau311	文	ŋ	au	311	ŋ	20	16	6	1	樂{文}	ŋau	1	[1]囂[2]熬敖肴淆爻遨[4]傲[6]樂{文}	ŋau[1]囂[2]熬敖肴淆爻遨[4]傲[6]樂{文}
哮	hau22		h	au	22	h	21	16	1	0	哮	hau	0	[1]哮	hau[1]哮
佝	hau22		h	au	22	h	21	16	1	1	佝	hau	0	[1]哮佝	hau[1]哮佝
豪	hau44		h	au	44	h	21	16	2	0	豪	hau	0	[1]哮佝[2]豪	hau[1]哮佝[2]豪
壕	hau44		h	au	44	h	21	16	2	0	壕	hau	0	[1]哮佝[2]豪壕	hau[1]哮佝[2]豪壕
毫	hau44		h	au	44	h	21	16	2	0	毫	hau	0	[1]哮佝[2]豪壕毫	hau[1]哮佝[2]豪壕毫
熬	hau44	白，～me2（熬夜）	h	au	44	h	21	16	2	1	熬{白，～me2（熬夜）}	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}
皓	hau53		h	au	53	h	21	16	3	0	皓	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓
浩	hau53		h	au	53	h	21	16	3	0	浩	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩
昊	hau53		h	au	53	h	21	16	3	0	昊	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊
吼	hau53		h	au	53	h	21	16	3	0	吼	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼
灝	hau53		h	au	53	h	21	16	3	0	灝	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝
顥	hau53		h	au	53	h	21	16	3	0	顥	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥
鎬	hau53		h	au	53	h	21	16	3	0	鎬	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬
好	hau53	文，又音	h	au	53	h	21	16	3	1	好{文，又音}	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}
校	hau13		h	au	13	h	21	16	4	0	校	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校
後	hau13		h	au	13	h	21	16	4	0	後	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後
効	hau13		h	au	13	h	21	16	4	1	効	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後効	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後効
孝	hau21		h	au	21	h	21	16	5	1	孝	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後効[5]孝	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後効[5]孝
效	hau311		h	au	311	h	21	16	6	0	效	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後効[5]孝[6]效	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後効[5]孝[6]效
侯	hau311	闽～，地名，在福建	h	au	311	h	21	16	6	0	侯{闽～，地名，在福建}	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後効[5]孝[6]效侯{闽～，地名，在福建}	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後効[5]孝[6]效侯{闽～，地名，在福建}
候	hau311		h	au	311	h	21	16	6	0	候	hau	0	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後効[5]孝[6]效侯{闽～，地名，在福建}候	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後効[5]孝[6]效侯{闽～，地名，在福建}候
鱟	hau311		h	au	311	h	21	16	6	1	鱟	hau	1	[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後効[5]孝[6]效侯{闽～，地名，在福建}候鱟	hau[1]哮佝[2]豪壕毫熬{白，～me2（熬夜）}[3]皓浩昊吼灝顥鎬好{文，又音}[4]校後効[5]孝[6]效侯{闽～，地名，在福建}候鱟
凹	au22			au	22	〇	22	16	1	0	凹	au	0	[1]凹	au[1]凹
甌	au22			au	22	〇	22	16	1	0	甌	au	0	[1]凹甌	au[1]凹甌
歐	au22			au	22	〇	22	16	1	0	歐	au	0	[1]凹甌歐	au[1]凹甌歐
謳	au22			au	22	〇	22	16	1	0	謳	au	0	[1]凹甌歐謳	au[1]凹甌歐謳
區	au22			au	22	〇	22	16	1	0	區	au	0	[1]凹甌歐謳區	au[1]凹甌歐謳區
毆	au22			au	22	〇	22	16	1	0	毆	au	0	[1]凹甌歐謳區毆	au[1]凹甌歐謳區毆
鏖	au22	文。～糟tsau1：糟蹋		au	22	〇	22	16	1	0	鏖{文。～糟tsau1：糟蹋}	au	0	[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}	au[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}
鷗	au22			au	22	〇	22	16	1	1	鷗	au	0	[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}鷗	au[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}鷗
喉	au44			au	44	〇	22	16	2	1	喉	au	0	[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}鷗[2]喉	au[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}鷗[2]喉
懊	au53			au	53	〇	22	16	3	0	懊	au	0	[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}鷗[2]喉[3]懊	au[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}鷗[2]喉[3]懊
嘔	au53			au	53	〇	22	16	3	1	嘔	au	0	[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}鷗[2]喉[3]懊嘔	au[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}鷗[2]喉[3]懊嘔
後	au13			au	13	〇	22	16	4	1	後	au	0	[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}鷗[2]喉[3]懊嘔[4]後	au[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}鷗[2]喉[3]懊嘔[4]後
漚	au21			au	21	〇	22	16	5	1	漚	au	1	[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}鷗[2]喉[3]懊嘔[4]後[5]漚	au[1]凹甌歐謳區毆鏖{文。～糟tsau1：糟蹋}鷗[2]喉[3]懊嘔[4]後[5]漚
飆	piau22		p	iau	22	p	1	17	1	1	飆	piau	0	[1]飆	piau[1]飆
表	piau53		p	iau	53	p	1	17	3	1	表	piau	1	[1]飆[3]表	piau[1]飆[3]表
漂	pʰiau22		pʰ	iau	22	pʰ	2	17	1	0	漂	pʰiau	0	[1]漂	pʰiau[1]漂
標	pʰiau22		pʰ	iau	22	pʰ	2	17	1	0	標	pʰiau	0	[1]漂標	pʰiau[1]漂標
飄	pʰiau22		pʰ	iau	22	pʰ	2	17	1	0	飄	pʰiau	0	[1]漂標飄	pʰiau[1]漂標飄
嘌	pʰiau22		pʰ	iau	22	pʰ	2	17	1	1	嘌	pʰiau	0	[1]漂標飄嘌	pʰiau[1]漂標飄嘌
嫖	pʰiau44		pʰ	iau	44	pʰ	2	17	2	0	嫖	pʰiau	0	[1]漂標飄嘌[2]嫖	pʰiau[1]漂標飄嘌[2]嫖
朴	pʰiau44	文，用于朝鲜姓氏读音	pʰ	iau	44	pʰ	2	17	2	1	朴{文，用于朝鲜姓氏读音}	pʰiau	1	[1]漂標飄嘌[2]嫖朴{文，用于朝鲜姓氏读音}	pʰiau[1]漂標飄嘌[2]嫖朴{文，用于朝鲜姓氏读音}
苗	miau44		m	iau	44	m	4	17	2	1	苗	miau	0	[2]苗	miau[2]苗
杳	miau53	俗，从古音	m	iau	53	m	4	17	3	0	杳{俗，从古音}	miau	0	[2]苗[3]杳{俗，从古音}	miau[2]苗[3]杳{俗，从古音}
藐	miau53		m	iau	53	m	4	17	3	0	藐	miau	0	[2]苗[3]杳{俗，从古音}藐	miau[2]苗[3]杳{俗，从古音}藐
渺	miau53		m	iau	53	m	4	17	3	0	渺	miau	0	[2]苗[3]杳{俗，从古音}藐渺	miau[2]苗[3]杳{俗，从古音}藐渺
秒	miau53		m	iau	53	m	4	17	3	0	秒	miau	0	[2]苗[3]杳{俗，从古音}藐渺秒	miau[2]苗[3]杳{俗，从古音}藐渺秒
邈	miau53		m	iau	53	m	4	17	3	1	邈	miau	0	[2]苗[3]杳{俗，从古音}藐渺秒邈	miau[2]苗[3]杳{俗，从古音}藐渺秒邈
妙	miau13		m	iau	13	m	4	17	4	1	妙	miau	1	[2]苗[3]杳{俗，从古音}藐渺秒邈[4]妙	miau[2]苗[3]杳{俗，从古音}藐渺秒邈[4]妙
刁	tiau22		t	iau	22	t	9	17	1	0	刁	tiau	0	[1]刁	tiau[1]刁
雕	tiau22		t	iau	22	t	9	17	1	0	雕	tiau	0	[1]刁雕	tiau[1]刁雕
貂	tiau22		t	iau	22	t	9	17	1	0	貂	tiau	0	[1]刁雕貂	tiau[1]刁雕貂
凋	tiau22		t	iau	22	t	9	17	1	0	凋	tiau	0	[1]刁雕貂凋	tiau[1]刁雕貂凋
叼	tiau22		t	iau	22	t	9	17	1	1	叼	tiau	0	[1]刁雕貂凋叼	tiau[1]刁雕貂凋叼
□	tiau44	猪～：猪圈	t	iau	44	t	9	17	2	0	□{猪～：猪圈}	tiau	0	[1]刁雕貂凋叼[2]□{猪～：猪圈}	tiau[1]刁雕貂凋叼[2]□{猪～：猪圈}
條	tiau44		t	iau	44	t	9	17	2	1	條	tiau	0	[1]刁雕貂凋叼[2]□{猪～：猪圈}條	tiau[1]刁雕貂凋叼[2]□{猪～：猪圈}條
兆	tiau13		t	iau	13	t	9	17	4	0	兆	tiau	0	[1]刁雕貂凋叼[2]□{猪～：猪圈}條[4]兆	tiau[1]刁雕貂凋叼[2]□{猪～：猪圈}條[4]兆
召	tiau13		t	iau	13	t	9	17	4	1	召	tiau	0	[1]刁雕貂凋叼[2]□{猪～：猪圈}條[4]兆召	tiau[1]刁雕貂凋叼[2]□{猪～：猪圈}條[4]兆召
吊	tiau21		t	iau	21	t	9	17	5	1	吊	tiau	0	[1]刁雕貂凋叼[2]□{猪～：猪圈}條[4]兆召[5]吊	tiau[1]刁雕貂凋叼[2]□{猪～：猪圈}條[4]兆召[5]吊
掉	tiau311		t	iau	311	t	9	17	6	0	掉	tiau	0	[1]刁雕貂凋叼[2]□{猪～：猪圈}條[4]兆召[5]吊[6]掉	tiau[1]刁雕貂凋叼[2]□{猪～：猪圈}條[4]兆召[5]吊[6]掉
調	tiau311		t	iau	311	t	9	17	6	1	調	tiau	1	[1]刁雕貂凋叼[2]□{猪～：猪圈}條[4]兆召[5]吊[6]掉調	tiau[1]刁雕貂凋叼[2]□{猪～：猪圈}條[4]兆召[5]吊[6]掉調
挑	tʰiau22	～战，～剔	tʰ	iau	22	tʰ	10	17	1	0	挑{～战，～剔}	tʰiau	0	[1]挑{～战，～剔}	tʰiau[1]挑{～战，～剔}
超	tʰiau22	～度	tʰ	iau	22	tʰ	10	17	1	1	超{～度}	tʰiau	0	[1]挑{～战，～剔}超{～度}	tʰiau[1]挑{～战，～剔}超{～度}
迢	tʰiau44		tʰ	iau	44	tʰ	10	17	2	0	迢	tʰiau	0	[1]挑{～战，～剔}超{～度}[2]迢	tʰiau[1]挑{～战，～剔}超{～度}[2]迢
調	tʰiau44		tʰ	iau	44	tʰ	10	17	2	1	調	tʰiau	0	[1]挑{～战，～剔}超{～度}[2]迢調	tʰiau[1]挑{～战，～剔}超{～度}[2]迢調
柱	tʰiau13		tʰ	iau	13	tʰ	10	17	4	1	柱	tʰiau	0	[1]挑{～战，～剔}超{～度}[2]迢調[4]柱	tʰiau[1]挑{～战，～剔}超{～度}[2]迢調[4]柱
超	tʰiau21		tʰ	iau	21	tʰ	10	17	5	0	超	tʰiau	0	[1]挑{～战，～剔}超{～度}[2]迢調[4]柱[5]超	tʰiau[1]挑{～战，～剔}超{～度}[2]迢調[4]柱[5]超
跳	tʰiau21		tʰ	iau	21	tʰ	10	17	5	1	跳	tʰiau	1	[1]挑{～战，～剔}超{～度}[2]迢調[4]柱[5]超跳	tʰiau[1]挑{～战，～剔}超{～度}[2]迢調[4]柱[5]超跳
燎	liau44		l	iau	44	l	11	17	2	0	燎	liau	0	[2]燎	liau[2]燎
聊	liau44		l	iau	44	l	11	17	2	0	聊	liau	0	[2]燎聊	liau[2]燎聊
寥	liau44		l	iau	44	l	11	17	2	0	寥	liau	0	[2]燎聊寥	liau[2]燎聊寥
潦	liau44		l	iau	44	l	11	17	2	0	潦	liau	0	[2]燎聊寥潦	liau[2]燎聊寥潦
寮	liau44		l	iau	44	l	11	17	2	0	寮	liau	0	[2]燎聊寥潦寮	liau[2]燎聊寥潦寮
療	liau44		l	iau	44	l	11	17	2	0	療	liau	0	[2]燎聊寥潦寮療	liau[2]燎聊寥潦寮療
遼	liau44		l	iau	44	l	11	17	2	0	遼	liau	0	[2]燎聊寥潦寮療遼	liau[2]燎聊寥潦寮療遼
□	liau44	量词，用于肉类	l	iau	44	l	11	17	2	0	□{量词，用于肉类}	liau	0	[2]燎聊寥潦寮療遼□{量词，用于肉类}	liau[2]燎聊寥潦寮療遼□{量词，用于肉类}
撈	liau44		l	iau	44	l	11	17	2	1	撈	liau	0	[2]燎聊寥潦寮療遼□{量词，用于肉类}撈	liau[2]燎聊寥潦寮療遼□{量词，用于肉类}撈
燎	liau53		l	iau	53	l	11	17	3	0	燎	liau	0	[2]燎聊寥潦寮療遼□{量词，用于肉类}撈[3]燎	liau[2]燎聊寥潦寮療遼□{量词，用于肉类}撈[3]燎
了	liau53		l	iau	53	l	11	17	3	1	了	liau	0	[2]燎聊寥潦寮療遼□{量词，用于肉类}撈[3]燎了	liau[2]燎聊寥潦寮療遼□{量词，用于肉类}撈[3]燎了
料	liau311		l	iau	311	l	11	17	6	0	料	liau	0	[2]燎聊寥潦寮療遼□{量词，用于肉类}撈[3]燎了[6]料	liau[2]燎聊寥潦寮療遼□{量词，用于肉类}撈[3]燎了[6]料
廖	liau311		l	iau	311	l	11	17	6	0	廖	liau	0	[2]燎聊寥潦寮療遼□{量词，用于肉类}撈[3]燎了[6]料廖	liau[2]燎聊寥潦寮療遼□{量词，用于肉类}撈[3]燎了[6]料廖
嬲	liau311	玩耍	l	iau	311	l	11	17	6	1	嬲{玩耍}	liau	1	[2]燎聊寥潦寮療遼□{量词，用于肉类}撈[3]燎了[6]料廖嬲{玩耍}	liau[2]燎聊寥潦寮療遼□{量词，用于肉类}撈[3]燎了[6]料廖嬲{玩耍}
撓	niau22	畏～（怕痒）	n	iau	22	n	12	17	1	1	撓{畏～（怕痒）}	niau	1	[1]撓{畏～（怕痒）}	niau[1]撓{畏～（怕痒）}
焦	tsiau22		ts	iau	22	ts	13	17	1	0	焦	tsiau	0	[1]焦	tsiau[1]焦
礁	tsiau22		ts	iau	22	ts	13	17	1	0	礁	tsiau	0	[1]焦礁	tsiau[1]焦礁
朝	tsiau22		ts	iau	22	ts	13	17	1	0	朝	tsiau	0	[1]焦礁朝	tsiau[1]焦礁朝
昭	tsiau22		ts	iau	22	ts	13	17	1	0	昭	tsiau	0	[1]焦礁朝昭	tsiau[1]焦礁朝昭
招	tsiau22		ts	iau	22	ts	13	17	1	0	招	tsiau	0	[1]焦礁朝昭招	tsiau[1]焦礁朝昭招
釗	tsiau22		ts	iau	22	ts	13	17	1	1	釗	tsiau	0	[1]焦礁朝昭招釗	tsiau[1]焦礁朝昭招釗
鳥	tsiau53		ts	iau	53	ts	13	17	3	0	鳥	tsiau	0	[1]焦礁朝昭招釗[3]鳥	tsiau[1]焦礁朝昭招釗[3]鳥
屌	tsiau53	训	ts	iau	53	ts	13	17	3	1	屌{训}	tsiau	0	[1]焦礁朝昭招釗[3]鳥屌{训}	tsiau[1]焦礁朝昭招釗[3]鳥屌{训}
詔	tsiau21		ts	iau	21	ts	13	17	5	1	詔	tsiau	1	[1]焦礁朝昭招釗[3]鳥屌{训}[5]詔	tsiau[1]焦礁朝昭招釗[3]鳥屌{训}[5]詔
□	tsʰiau22	混合	tsʰ	iau	22	tsʰ	14	17	1	1	□{混合}	tsʰiau	0	[1]□{混合}	tsʰiau[1]□{混合}
朝	tsʰiau44		tsʰ	iau	44	tsʰ	14	17	2	1	朝	tsʰiau	0	[1]□{混合}[2]朝	tsʰiau[1]□{混合}[2]朝
稍	tsʰiau53	白	tsʰ	iau	53	tsʰ	14	17	3	0	稍{白}	tsʰiau	0	[1]□{混合}[2]朝[3]稍{白}	tsʰiau[1]□{混合}[2]朝[3]稍{白}
俏	tsʰiau53		tsʰ	iau	53	tsʰ	14	17	3	0	俏	tsʰiau	0	[1]□{混合}[2]朝[3]稍{白}俏	tsʰiau[1]□{混合}[2]朝[3]稍{白}俏
悄	tsʰiau53		tsʰ	iau	53	tsʰ	14	17	3	1	悄	tsʰiau	1	[1]□{混合}[2]朝[3]稍{白}俏悄	tsʰiau[1]□{混合}[2]朝[3]稍{白}俏悄
抓	dziau44	训	dz	iau	44	dz	15	17	2	0	抓{训}	dziau	0	[2]抓{训}	dziau[2]抓{训}
撓	dziau44		dz	iau	44	dz	15	17	2	0	撓	dziau	0	[2]抓{训}撓	dziau[2]抓{训}撓
饒	dziau44		dz	iau	44	dz	15	17	2	0	饒	dziau	0	[2]抓{训}撓饒	dziau[2]抓{训}撓饒
嬈	dziau44		dz	iau	44	dz	15	17	2	1	嬈	dziau	0	[2]抓{训}撓饒嬈	dziau[2]抓{训}撓饒嬈
爪	dziau53		dz	iau	53	dz	15	17	3	0	爪	dziau	0	[2]抓{训}撓饒嬈[3]爪	dziau[2]抓{训}撓饒嬈[3]爪
擾	dziau53		dz	iau	53	dz	15	17	3	0	擾	dziau	0	[2]抓{训}撓饒嬈[3]爪擾	dziau[2]抓{训}撓饒嬈[3]爪擾
沼	dziau53		dz	iau	53	dz	15	17	3	1	沼	dziau	0	[2]抓{训}撓饒嬈[3]爪擾沼	dziau[2]抓{训}撓饒嬈[3]爪擾沼
繞	dziau21		dz	iau	21	dz	15	17	5	1	繞	dziau	0	[2]抓{训}撓饒嬈[3]爪擾沼[5]繞	dziau[2]抓{训}撓饒嬈[3]爪擾沼[5]繞
趭	dziau311	驱赶	dz	iau	311	dz	15	17	6	1	趭{驱赶}	dziau	1	[2]抓{训}撓饒嬈[3]爪擾沼[5]繞[6]趭{驱赶}	dziau[2]抓{训}撓饒嬈[3]爪擾沼[5]繞[6]趭{驱赶}
消	siau22		s	iau	22	s	16	17	1	0	消	siau	0	[1]消	siau[1]消
宵	siau22		s	iau	22	s	16	17	1	0	宵	siau	0	[1]消宵	siau[1]消宵
霄	siau22		s	iau	22	s	16	17	1	0	霄	siau	0	[1]消宵霄	siau[1]消宵霄
硝	siau22		s	iau	22	s	16	17	1	0	硝	siau	0	[1]消宵霄硝	siau[1]消宵霄硝
搜	siau22		s	iau	22	s	16	17	1	0	搜	siau	0	[1]消宵霄硝搜	siau[1]消宵霄硝搜
銷	siau22		s	iau	22	s	16	17	1	0	銷	siau	0	[1]消宵霄硝搜銷	siau[1]消宵霄硝搜銷
蕭	siau22		s	iau	22	s	16	17	1	0	蕭	siau	0	[1]消宵霄硝搜銷蕭	siau[1]消宵霄硝搜銷蕭
瀟	siau22		s	iau	22	s	16	17	1	0	瀟	siau	0	[1]消宵霄硝搜銷蕭瀟	siau[1]消宵霄硝搜銷蕭瀟
簫	siau22		s	iau	22	s	16	17	1	0	簫	siau	0	[1]消宵霄硝搜銷蕭瀟簫	siau[1]消宵霄硝搜銷蕭瀟簫
逍	siau22		s	iau	22	s	16	17	1	1	逍	siau	0	[1]消宵霄硝搜銷蕭瀟簫逍	siau[1]消宵霄硝搜銷蕭瀟簫逍
小	siau53		s	iau	53	s	16	17	3	0	小	siau	0	[1]消宵霄硝搜銷蕭瀟簫逍[3]小	siau[1]消宵霄硝搜銷蕭瀟簫逍[3]小
筱	siau53		s	iau	53	s	16	17	3	1	筱	siau	0	[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱	siau[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱
肖	siau13		s	iau	13	s	16	17	4	0	肖	siau	0	[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖	siau[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖
韶	siau13		s	iau	13	s	16	17	4	0	韶	siau	0	[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖韶	siau[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖韶
邵	siau13		s	iau	13	s	16	17	4	0	邵	siau	0	[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖韶邵	siau[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖韶邵
紹	siau13		s	iau	13	s	16	17	4	0	紹	siau	0	[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖韶邵紹	siau[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖韶邵紹
肇	siau13		s	iau	13	s	16	17	4	1	肇	siau	0	[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖韶邵紹肇	siau[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖韶邵紹肇
少	siau21		s	iau	21	s	16	17	5	0	少	siau	0	[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖韶邵紹肇[5]少	siau[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖韶邵紹肇[5]少
數	siau21		s	iau	21	s	16	17	5	1	數	siau	1	[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖韶邵紹肇[5]少數	siau[1]消宵霄硝搜銷蕭瀟簫逍[3]小筱[4]肖韶邵紹肇[5]少數
驕	kiau22		k	iau	22	k	17	17	1	0	驕	kiau	0	[1]驕	kiau[1]驕
嬌	kiau22		k	iau	22	k	17	17	1	0	嬌	kiau	0	[1]驕嬌	kiau[1]驕嬌
澆	kiau22		k	iau	22	k	17	17	1	1	澆	kiau	0	[1]驕嬌澆	kiau[1]驕嬌澆
矯	kiau53		k	iau	53	k	17	17	3	0	矯	kiau	0	[1]驕嬌澆[3]矯	kiau[1]驕嬌澆[3]矯
攪	kiau53	文，～拌	k	iau	53	k	17	17	3	0	攪{文，～拌}	kiau	0	[1]驕嬌澆[3]矯攪{文，～拌}	kiau[1]驕嬌澆[3]矯攪{文，～拌}
繳	kiau53		k	iau	53	k	17	17	3	0	繳	kiau	0	[1]驕嬌澆[3]矯攪{文，～拌}繳	kiau[1]驕嬌澆[3]矯攪{文，～拌}繳
餃	kiau53		k	iau	53	k	17	17	3	1	餃	kiau	0	[1]驕嬌澆[3]矯攪{文，～拌}繳餃	kiau[1]驕嬌澆[3]矯攪{文，～拌}繳餃
撬	kiau13		k	iau	13	k	17	17	4	1	撬	kiau	1	[1]驕嬌澆[3]矯攪{文，～拌}繳餃[4]撬	kiau[1]驕嬌澆[3]矯攪{文，～拌}繳餃[4]撬
喬	kʰiau44		kʰ	iau	44	kʰ	18	17	2	0	喬	kʰiau	0	[2]喬	kʰiau[2]喬
僑	kʰiau44		kʰ	iau	44	kʰ	18	17	2	0	僑	kʰiau	0	[2]喬僑	kʰiau[2]喬僑
蕎	kʰiau44		kʰ	iau	44	kʰ	18	17	2	0	蕎	kʰiau	0	[2]喬僑蕎	kʰiau[2]喬僑蕎
翹	kʰiau44	银～	kʰ	iau	44	kʰ	18	17	2	1	翹{银～}	kʰiau	0	[2]喬僑蕎翹{银～}	kʰiau[2]喬僑蕎翹{银～}
翹	kʰiau21		kʰ	iau	21	kʰ	18	17	5	0	翹	kʰiau	0	[2]喬僑蕎翹{银～}[5]翹	kʰiau[2]喬僑蕎翹{银～}[5]翹
竅	kʰiau21		kʰ	iau	21	kʰ	18	17	5	1	竅	kʰiau	1	[2]喬僑蕎翹{银～}[5]翹竅	kʰiau[2]喬僑蕎翹{银～}[5]翹竅
貓	ŋiau22		ŋ	iau	22	ŋ	20	17	1	1	貓	ŋiau	0	[1]貓	ŋiau[1]貓
堯	ŋiau44		ŋ	iau	44	ŋ	20	17	2	0	堯	ŋiau	0	[1]貓[2]堯	ŋiau[1]貓[2]堯
嬈	ŋiau44		ŋ	iau	44	ŋ	20	17	2	1	嬈	ŋiau	0	[1]貓[2]堯嬈	ŋiau[1]貓[2]堯嬈
喵	ŋiau53	猫叫声	ŋ	iau	53	ŋ	20	17	3	1	喵{猫叫声}	ŋiau	1	[1]貓[2]堯嬈[3]喵{猫叫声}	ŋiau[1]貓[2]堯嬈[3]喵{猫叫声}
囂	hiau22		h	iau	22	h	21	17	1	0	囂	hiau	0	[1]囂	hiau[1]囂
邀	hiau22		h	iau	22	h	21	17	1	0	邀	hiau	0	[1]囂邀	hiau[1]囂邀
僥	hiau22		h	iau	22	h	21	17	1	0	僥	hiau	0	[1]囂邀僥	hiau[1]囂邀僥
梟	hiau22		h	iau	22	h	21	17	1	1	梟	hiau	0	[1]囂邀僥梟	hiau[1]囂邀僥梟
晓	hiau53		h	iau	53	h	21	17	3	1	晓	hiau	1	[1]囂邀僥梟[3]晓	hiau[1]囂邀僥梟[3]晓
枵	iau22	肚子饿		iau	22	〇	22	17	1	0	枵{肚子饿}	iau	0	[1]枵{肚子饿}	iau[1]枵{肚子饿}
