siᶽmp	trad	detail	调类
揽	攬		læ3
榄	欖	橄～	læ3
懒	懶		læ3
赖	賴		læ6
籁	籟		læ6
濑	瀨		læ6
睐	睞		læ6
癞	癩	～團：癩蛤蟆	lɑ6
癞	癩	～狗包：癩蛤蟆	læ6
滥	濫		læ6
缆	纜		læ3
烂	爛		læ6
烂	爛	～泥：泥土	næ6
簪	簪		tsø1
灾	灾	同災	tsæ1
灾	災		tsæ1
灾	烖	災本字	tsæ1
哉	哉		tsæ1
着	着	（又）句末助词，了	tsɔ1
着	著	着本字	tsɔ1
栽	栽		tsæ1
斋	齋	～竈	tsæ1
錾	鏨		dzæ6
宰	宰		tsæ3
载	載	年～	tsæ3
崽	崽		tsæ3
斩	斬	（俗）～肉	tsæ1
斩	斬		tsæ3
崭	嶄		tsæ3
盏	盞		tsæ3
再	再		tsæ5
载	載	～重	tsæ5
债	債		tsæ5
寨	寨		tsæ5
寨	寨		dzæ6
砦	砦		dzæ6
淬	淬	～火	tsæ5
蘸	蘸		tsæ5
赞	贊	點～	tsæ5
赞	讚	稱～	tsæ5
赞	讃	俗讚字	tsæ5
灒	灒	濺水上衣	dzæ6
猜	猜		tsʰæ1
搀	攙		tsʰæ1
掺	摻		tsʰæ1
搋	搋		tsʰæ3
揣	揣		tsʰæ3
彩	彩		tsʰæ3
彩	綵		tsʰæ3
采	采	風～	tsʰæ3
采	採	～蘑菇	tsʰæ3
睬	睬		tsʰæ3
踩	踩		tsʰæ3
铲	鏟		tsʰæ3
铲	剷		tsʰæ3
产	產	～業	tsʰæ3
产	産	～業	tsʰæ3
谄	諂		tsʰæ3
灿	燦		tsʰæ5
璨	璨		tsʰæ5
菜	菜		tsʰæ5
蔡	蔡		tsʰæ5
嘬	嘬		tsʰæ5
忏	懺		tsʰæ5
残	殘		dzæ2
射	射	～尿（sei）：小便	dzæ2
侪	儕	全	dzæ2
才	才	～能	dzæ2
才	纔	剛～	dzæ2
材	材		dzæ2
财	財		dzæ2
裁	裁		dzæ2
豺	豺		dzæ2
惭	慚		dzæ2
溅	濺	（俗）同灒	dzæ6
在	在		dzæ6
暂	暫		dzæ6
站	站		dzæ6
湛	湛		dzæ6
赚	賺		dzæ6
绽	綻		dzæ6
栈	棧		dzæ6
珊	珊		sæ1
跚	跚		sæ1
腮	腮		sæ1
鳃	鰓		sæ1
筛	篩		sæ1
衰	衰		sæ1
三	三		sæ1
叁	叄		sæ1
杉	杉		sæ1
衫	衫		sæ1
山	山		sæ1
删	刪		sæ1
疝	疝		sæ1
闩	閂	又	sæ1
拴	拴	又	sæ1
栓	栓	又	sæ1
闩	閂		sø1
拴	拴		sø1
栓	栓		sø1
栅	柵		sæ1
栅	柵		sɑʔ7
散	散	鬆～	sæ3
伞	傘		sæ3
撒	撒	～手	sæ3
洒	洒		sæ3
洒	灑		sæ3
散	散	解～	sæ5
汕	汕		sæ5
讪	訕		sæ5
赛	賽		sæ5
晒	曬		sæ5
帅	帥		sæ5
率	率	～領	sæ5
柴	柴		zæ2
佘	佘	姓	zæ2
谗	讒		zæ2
巉	巉		zæ2
馋	饞	～吐：口水	zæ2
家	家	～來，～裏	kæ1
该	該		kæ1
赅	賅	～銅錢：有錢	kæ1
垓	垓		kæ1
陔	陔		kæ1
阶	階		kæ1
尴	尷	～尬	kæ1
尬	尬	尷～	kɑ5
街	街		kæ1
监	監		kæ1
间	間	房～	kæ1
间	閒	房～	kæ1
胛	胛	肩～	kæ1
改	改		kæ3
解	解		kæ3
减	減		kæ3
碱	鹼		kæ3
碱	礆		kæ3
裥	襉	裙褶	kæ3
裥	襇	裙褶	kæ3
拣	揀	挑選	kæ3
涧	澗		kæ5
涧	㵎		kæ5
概	概		kæ5
概	槪		kæ5
概	槩		kæ5
概	㮣		kæ5
溉	漑		kæ5
摡	摡		kæ5
溉	溉		kæ5
盖	蓋		kæ5
钙	鈣		kæ5
丐	丐		kæ5
界	界	一天世～	kæ5
届	屆		kæ5
介	介	這麼	kæ5
芥	芥		kæ5
疥	疥		kæ5
戒	戒		kæ5
痂	痂	結～	kæ1
铅	鉛	～山縣（江西省）	ɦiɪ2
铅	鉛	～筆，～角子（硬幣）	kʰæ1
开	開		kʰæ1
楷	楷		kʰæ1
揩	揩	動詞，抹：～檯子，～檯布	kʰæ1
凯	凱		kʰæ3
恺	愷		kʰæ3
铠	鎧		kʰæ3
槛	檻	門～	kʰæ3
慨	慨		kʰæ5
嘅	嘅		kʰæ5
嵌	嵌		kʰæ5
舰	艦	軍～	kʰæ5
骱	骱	手～子：手腕關節	ɡæ6
戤	戤	倚靠	ɡæ6
隑	隑	倚靠	ɡæ6
呆	呆		ŋæ2
呆	獃		ŋæ2
癌	癌		ŋæ2
岩	岩		ŋæ2
岩	巖		ŋæ2
衔	銜	～頭	ŋæ2
颜	顏		ŋæ2
颜	顔		ŋæ2
眼	眼		ŋæ3
雁	雁		ŋæ5
碍	礙		ŋæ6
艾	艾		ŋæ6
外	外		ŋæ6
咍	咍		hæ1
海	海		hæ3
醢	醢		hæ3
许	許	（白）	hei3
蟹	蟹		hæ3
喊	喊		hæ5
苋	莧	～菜	hæ5
和	和	和：我～你一同去	hæ5
孩	孩		ɦʰæ2
鞋	鞋		ɦʰæ2
衔	銜	用嘴叼	ɦʰæ2
咸	咸		ɦʰæ2
咸	鹹	～菜	ɦʰæ2
闲	閑	休～	ɦiɪ2
闲	閒	休～	ɦiɪ2
闲	閑	有～：有空	ɦʰæ2
闲	閒	有～：有空	ɦʰæ2
亥	亥		ɦʰæ6
害	害		ɦʰæ6
骇	駭		ɦʰæ6
馅	餡		ɦʰæ6
陷	陷	～進去	ɦʰæ6
限	限		ɦʰæ6
淹	淹	～煞落：淹死	æ5
哀	哀		æ1
埃	埃		æ1
哎	哎		æ1
唉	唉		æ1
唉	唉		ɦʰæ2
唉	欸		æ1
唉	誒		æ1
挨	挨		æ1
矮	矮		æ3
毐	毐		æ3
蔼	藹		æ3
霭	靄		æ3
晏	晏	（白）晚	æ5
隘	隘		æ5
隘	阸	同隘	æ5
隘	阨	俗阸字	æ5
隘	塧	隘字之譌	æ5
嫒	嬡		æ5
暧	曖		æ5
瑷	璦		æ5
爱	愛		æ5
爱	㤅	小篆愛字	æ5
鳏	鰥		kuæ1
乖	乖		kuæ1
关	關		kuæ1
关	関		kuæ1
拐	拐	～杖，誘～	kuæ3
拐	柺	俗枴字	kuæ3
拐	枴	～杖	kuæ3
夬	夬		kuæ5
怪	怪		kuæ5
怪	恠	俗怪字	kuæ5
惯	慣		kuæ5
筷	筷	～兒	kʰuæ5
快	快		kʰuæ5
蒯	蒯		kʰuæ5
哙	噲		kʰuæ5
环	環		ɡuæ2
寰	寰		ɡuæ2
掼	摜	用力扔	ɡuæ6
歪	歪	又	huæ1
歪	竵	又	huæ1
甩	甩		huæ5
怀	懷		ɦuæ2
槐	槐		ɦuæ2
淮	淮		ɦuæ2
顽	頑		ɦuø2
嬛	嬛	女子人名用字	ɦuæ2
还	還	歸～，～有	ɦuæ2
还	還	（口）～有	ɦæ2
坏	壞		ɦuæ6
幻	幻		ɦuæ6
患	患		ɦuæ6
宦	宦		ɦuæ6
弯	彎		uæ1
湾	灣		uæ1
歪	歪	又	uæ1
歪	竵	又	uæ1
晚	晚	（晚）～娘：後媽	mæ3
晚	晚	（文）～會	uæ3
挽	挽		uæ3
巴	巴	中～車	pɑ1
把	把	給；被動	pɑ3
吧	吧	語末語氣助詞，表命令、推測等	bɑ6
吧	吧	貼～，酒～	pɑ1
叭	叭		pɑ1
打	打		tɑ3
他	他	第三人稱；其～	tʰɑ1
他	祂	神明的第三人稱	tʰɑ1
它	它	無生物的第三身指稱詞	tʰɑ1
它	牠	動物的第三人稱	tʰɑ1
她	她	女性第三人稱	tʰɑ1
大	大	～學	dɑ6
汏	汏	洗：～衣裳，～浴（老派）	dæ6
拉	拉		lɑ1
垃	垃	～圾（新）	lɑ2
喇	喇		lɑ2
圾	圾	垃～（新）	siᶽ1
遮	遮		tsɑ1
蔗	蔗		tsɑ1
抓	抓	（文）	tsɑ1
抓	抓	～牌：打牌	tso1
抓	抓	～癢	tsɒ1
赭	赭		tsɑ3
者	者	記～	tsɑ3
差	差	出～	tsʰæ1
差	差	～弗多	tsʰɑ1
差	差	（又）～弗多	tsʰo1
差	差	参～	tsʰɿ1
扯	扯		tsʰɑ3
扯	撦		tsʰɑ3
奢	奢	～遮：能力強	ɕiɑ1
奢	奢	～侈品	sɑ1
赊	賒		sɑ1
傻	傻		sɑ3
耍	耍		sɑ3
厍	厙		sɑ5
舍	舍	～棄	sɑ3
舍	捨	～棄	sɑ3
舍	舍	宿～	sɑ5
赦	赦		sɑ5
啥	啥		sɑ5
蛇	蛇		zɑ2
昨	昨	～頭：昨天	zɑ2
射	射		zɑ6
麝	麝		zɑ6
社	社	～會	zɑ6
惹	惹	～厭：指小孩調皮	zɑ6
加	加		kɑ1
袈	袈		kɑ1
嘉	嘉		kɑ1
家	家	～去，自～：自己	kɑ1
家	傢	～俱	kɑ1
假	假		kɑ3
架	架		kɑ5
揩	揩	～油	kʰɑ1
咖	咖		kʰɑ1
卡	卡		kʰɑ3
揢	揢	～胡嚨	kʰɑ5
茄	茄	番～	ɡɑ2
哈	哈		hɑ1
颬	颬	～氣：張嘴呵氣	hɑ1
马	馬	～～虎虎	mɑ1
妈	媽		mɑ1
爹	爹		tiɑ1
嗲	嗲		tiɑ3
姐	姐		tsiɑ3
借	借	～銅錢，～口	tsiɑ5
藉	藉	～口	tsiɑ5
写	寫		siɑ3
卸	卸		siɑ5
泻	瀉		siɑ5
邪	邪		ziɑ2
斜	斜		ziɑ2
谢	謝		ziɑ6
荠	薺	～菜	ziɑ6
榭	榭		ziɑ6
皆	皆	全民～兵	tɕiɑ1
偕	偕		tɕiɑ1
阶	階		tɕiɑ1
佳	佳		tɕiɑ1
葭	葭		tɕiɑ1
家	家	國～	tɕiɑ1
加	加		tɕiɑ1
珈	珈		tɕiɑ1
嘉	嘉		tɕiɑ1
家	傢	～俱	tɕiɑ1
稼	稼		tɕiɑ5
解	解	～放，了～	tɕiɑ3
假	假	眞～	tɕiɑ3
贾	賈		tɕiɑ3
榎	榎	與檟同	tɕiɑ3
檟	檟		tɕiɑ3
介	介		tɕiɑ5
界	界		tɕiɑ5
芥	芥		tɕiɑ5
届	屆		tɕiɑ5
戒	戒		tɕiɑ5
假	假	放～	tɕiɑ5
架	架		tɕiɑ5
驾	駕		tɕiɑ5
价	價		tɕiɑ5
茄	茄	～子	dʑiɑ2
伽	伽		dʑiɑ2
涯	涯		ɦiɑ2
崖	崖		ɦiɑ2
琊	琊		ɦiɑ2
霞	霞	徐～客	ɦiɑ2
遐	遐		ɦiɑ2
爷	爺		ɦiɑ2
谐	諧		ɦiɑ2
谐	龤		ɦiɑ2
暇	暇		ɦiɑ6
瀣	瀣		ɦiɑ6
械	械		ɦiɑ6
懈	懈		ɦiɑ6
夜	夜		ɦiɑ6
冶	冶		ɦiɑ6
亚	亞	～洲	iɑ1
鸦	鴉		iɑ1
椰	椰		iɑ1
耶	耶		iɑ1
雅	雅		iɑ3
也	也		iɑ3
野	野		iɑ3
娅	婭		iɑ3
亚	亞		iɑ5
讶	訝		iɑ5
哇	哇		uɑ1
洼	洼		uɑ1
洼	窪		uɑ1
娃	娃		uɑ1
煲	煲		pɒ1
褒	襃		pɒ1
褒	襃		pɒ3
褒	褒		pɒ1
褒	褒		pɒ3
包	包		pɒ1
胞	胞		pɒ1
孢	孢		pɒ1
苞	苞		pɒ1
保	保		pɒ3
褓	褓	襁～	pɒ3
褓	緥	繈 ～	pɒ3
堡	堡		pɒ3
宝	寶		pɒ3
宝	寳	俗寶字	pɒ3
饱	飽		pɒ3
报	報		pɒ5
豹	豹		pɒ5
爆	爆	油裏～一～	pɒ5
抛	拋		pʰɒ1
脬	脬	尿～	pʰɒ1
泡	泡		pʰɒ5
炮	炮	～羊肉	pɒ1
炮	炮	如法～製	bɒ2
炮	炮		pʰɒ5
炮	砲		pʰɒ5
炮	礮		pʰɒ5
袍	袍		bɒ2
跑	跑		bɒ2
刨	刨	～地	bɒ2
雹	雹	冰～	bɒ2
龅	齙		bɒ2
庖	庖		bɒ2
抱	抱		bɒ6
暴	暴		bɒ6
爆	爆	～炸	bɒ6
虣	虣		bɒ6
鲍	鮑		bɒ6
牦	牦		mɒ2
牦	氂		mɒ2
牦	犛		mɒ2
旄	旄		mɒ2
茅	茅		mɒ2
猫	貓	（新）單念指貓	mɒ1
猫	貓	～兒（ȵiᶽ2）	mɒ2
锚	錨		mɒ2
毛	毛		mɒ2
矛	矛		mɒ2
牟	牟		mɒ2
髦	髦		mɒ2
卯	卯		mɒ3
卯	夘		mɒ3
卯	戼		mɒ3
昴	昴		mɒ3
牡	牡		mɒ6
耄	耄	～耋：八、九十歲	mɒ6
冃	冃		mɒ6
冒	冒		mɒ6
冒	冐		mɒ6
帽	帽		mɒ6
帽	㡌		mɒ6
貌	貌		mɒ6
皃	皃		mɒ6
刀	刀		tɒ1
叨	叨		tɒ1
萄	萄	葡（bəʔ8）～	dɒ2
祷	禱		tɒ3
岛	島		tɒ3
倒	倒	～塌	tɒ3
捣	擣	～亂	tɒ3
捣	搗	～亂	tɒ3
捣	擣	（俗）～一～	dɒ6
捣	搗	（俗）～一～	dɒ6
捯	捯		tɒ3
到	到		tɒ5
倒	倒	～掛	tɒ5
饕	饕		tʰɒ1
滔	滔		tʰɒ1
掏	掏	～出來	tʰɒ1
韬	韜		tʰɒ1
韬	弢		tʰɒ1
鞱	鞱		tʰɒ1
绦	絛		tʰɒ1
绦	縧		tʰɒ1
讨	討		tʰɒ3
套	套		tʰɒ5
桃	桃		dɒ2
梼	檮		dɒ2
逃	逃		dɒ2
涛	濤		dɒ2
裪	裪		dɒ2
绹	綯		dɒ2
淘	淘		dɒ2
陶	陶		dɒ2
道	道		dɒ6
焘	燾		dɒ6
纛	纛		dɒ6
稻	稻		dɒ6
盗	盜		dɒ6
导	導		dɒ6
悼	悼		dɒ6
挠	撓		nɒ2
脑	腦		nɒ3
恼	惱		nɒ3
闹	鬧	軋～猛：湊熱鬧	nɒ6
淖	淖		nɒ6
捞	撈		lɒ1
唠	嘮		lɒ1
萝	蘿	（俗）～蔔	lɒ2
劳	勞		lɒ2
牢	牢		lɒ2
痨	癆		lɒ2
老	老		lɒ3
佬	佬		lɒ3
姥	姥		lɒ3
嫪	嫪		lɒ6
涝	澇		lɒ6
遭	遭		tsɒ1
糟	糟		tsɒ1
朝	朝	明～，～飯（不講早飯）	tsɒ1
昭	昭		tsɒ1
招	招		tsɒ1
早	早		tsɒ3
枣	棗		tsɒ3
蚤	蚤		tsɒ3
澡	澡		tsɒ3
藻	藻		tsɒ3
爪	爪		tsɒ3
找	找		tsɒ3
沼	沼		tsɒ3
灶	灶	俗竈字	tsɒ5
灶	竈		tsɒ5
罩	罩		tsɒ5
照	照		tsɒ5
曌	曌	武～	tsɒ5
操	操		tsʰɒ1
抄	抄		tsʰɒ1
超	超		tsʰɒ1
草	草		tsʰɒ3
草	艸	草本字	tsʰɒ3
艹	艹	艸隷變作艹	tsʰɒ3
钞	鈔		tsʰɒ3
炒	炒		tsʰɒ3
吵	吵		tsʰɒ3
躁	躁		tsʰɒ5
嘲	嘲		dzɒ2
朝	朝	～代	dzɒ2
晁	鼂		dzɒ2
晁	晁		dzɒ2
潮	潮		dzɒ2
赵	趙		dzɒ6
兆	兆		dzɒ6
骚	騷		sɒ1
臊	臊		sɒ1
搔	搔		sɒ1
肖	肖	（白）生～	sɒ5
肖	肖	（文）不～	siɒ5
肖	肖	姓（二簡字改蕭姓爲肖，多數人未改回）	siɒ1
稍	稍		sɒ1
梢	梢		sɒ1
捎	捎		sɒ1
筲	筲	～箕:淘米用的竹器	sɒ1
鞘	鞘		sɒ1
烧	燒		sɒ1
扫	掃	～地	sɒ3
嫂	嫂		sɒ3
少	少	多～	sɒ3
扫	掃	～帚	sɒ5
哨	哨		sɒ5
燥	燥	乾～	sɒ5
噪	噪		sɒ5
噪	喿		sɒ5
噪	譟		sɒ5
少	少	老～	sɒ5
曹	曹		zɒ2
嘈	嘈		zɒ2
槽	槽		zɒ2
巢	巢		zɒ2
肇	肇		zɒ6
韶	韶		zɒ2
皂	皂		zɒ6
造	造		zɒ6
召	召		zɒ6
绍	紹		zɒ6
邵	邵		zɒ6
绕	繞	圍～	zɒ6
高	高		kɒ1
高	髙		kɒ1
膏	膏		kɒ1
篙	篙		kɒ1
羔	羔		kɒ1
糕	糕		kɒ1
交	交		kɒ1
缴	繳	～費	kɒ1
胶	膠	～水	kɒ1
茭	茭	～白	kɒ1
皋	皋		kɒ1
皋	臯		kɒ1
睾	睾		kɒ1
稿	稿		kɒ3
绞	絞	毛巾～乾	kɒ3
搅	攪		kɒ3
告	告		kɒ5
告	吿		kɒ5
教	教	（白）～書	kɒ5
校	校	～準	kɒ5
觉	覺	睏～	kɒ5
窖	窖		kɒ5
敲	敲		kʰɒ1
考	考		kʰɒ3
烤	烤		kʰɒ3
拷	拷		kʰɒ3
靠	靠		kʰɒ5
犒	犒		kʰɒ5
搞	搞		ɡɒ6
搅	攪		ɡɒ6
螯	螯	蟛蜞～	ɡɒ2
鳌	鰲	俗鼇字	ŋɒ2
鳌	鼇	俗作鰲	ŋɒ2
獒	獒		ŋɒ2
翱	翱		ŋɒ2
翱	翺		ŋɒ2
翱	翶		ŋɒ2
遨	遨		ŋɒ2
熬	熬		ŋɒ2
咬	咬		ŋɒ3
傲	傲		ŋɒ6
蒿	蒿		hɒ1
薅	薅		hɒ1
好	好		hɒ3
耗	耗		hɒ5
孝	孝	戴～	hɒ5
哮	哮		hɒ5
蠔	蠔		ɦʰɒ2
濠	濠		ɦʰɒ2
豪	豪		ɦʰɒ2
壕	壕		ɦʰɒ2
毫	毫		ɦʰɒ2
号	號	～叫	ɦʰɒ2
浩	浩		ɦʰɒ6
皓	皓		ɦʰɒ6
号	號	～碼	ɦʰɒ6
号	号		ɦʰɒ6
镐	鎬		ɦʰɒ6
颢	顥		ɦʰɒ6
灏	灝		ɦʰɒ6
昊	昊		ɦʰɒ6
皥	皥		ɦʰɒ6
鄗	鄗		ɦʰɒ6
凹	凹		ɒ1
袄	襖		ɒ3
拗	拗	折：～斷	ɒ3
拗	抝		ɒ3
奥	奥		ɒ5
奥	奧		ɒ5
澳	澳	～門	ɒ5
懊	懊	～憦：後悔	ɒ5
𫺘	憦	懊～：後悔	lɒ6
坳	坳		ɒ5
膘	膘		piɒ1
标	標		piɒ1
彪	彪		piɒ1
猋	猋		piɒ1
飙	飆		piɒ1
飙	颷		piɒ1
飙	飈	飇字之譌	piɒ1
飙	飇	同飆	piɒ1
飙	飊	同飆	piɒ1
飑	颮		piɒ1
骉	驫		piɒ1
髟	髟		piɒ1
杓	杓		piɒ1
表	表	～示，～格	piɒ3
表	錶	手～	piɒ3
飘	飄		pʰiɒ1
漂	漂	～流，～浮	pʰiɒ1
漂	漂	～白	pʰiɒ3
票	票		pʰiɒ5
漂	漂	～亮	pʰiɒ5
瓢	瓢		biɒ2
剽	剽		biɒ2
嫖	嫖		biɒ2
鳔	鰾		biɒ6
朴	朴	姓	biɒ6
喵	喵		miɒ1
鹋	鶓		miɒ2
苗	苗		miɒ2
描	描		miɒ2
瞄	瞄		miɒ2
藐	藐		miɒ3
邈	邈		miɒ3
眇	眇		miɒ3
缈	緲		miɒ3
渺	渺		miɒ3
秒	秒		miɒ3
杪	杪		miɒ6
庙	庿	古文廟字	miɒ6
庙	廟		miɒ6
妙	妙		miɒ6
妙	玅	同妙	miɒ6
缪	繆	姓	miɒ6
覅	覅	方言字，不要	fiɒ5
刁	刁		tiɒ1
碉	碉		tiɒ1
貂	貂		tiɒ1
雕	雕	金～，～刻，姓	tiɒ1
雕	鵰	金～	tiɒ1
雕	彫	～刻	tiɒ1
雕	琱	～刻	tiɒ1
凋	凋	～謝	tiɒ1
凋	彫	～謝	tiɒ1
屌	屌		tiɒ3
茑	蔦		tiɒ3
钓	釣		tiɒ5
吊	弔		tiɒ5
吊	吊	俗弔字	tiɒ5
挑	挑		tʰiɒ1
佻	佻		tʰiɒ1
跳	跳		tʰiɒ5
条	條		diɒ2
调	調	協～	diɒ2
掉	掉		diɒ6
调	調	～查	diɒ6
窕	窕		diɒ6
燎	燎		liɒ2
疗	療		liɒ2
聊	聊		liɒ2
辽	遼		liɒ2
撩	撩	用手探物	liɒ2
獠	獠		liɒ2
僚	僚		liɒ2
嘹	嘹		liɒ2
了	了	～結	liɒ3
了	瞭	～解	liɒ3
瞭	瞭	～望	liɒ6
料	料		liɒ6
廖	廖		liɒ6
镣	鐐		liɒ6
焦	焦		tsiɒ1
蕉	蕉		tsiɒ1
椒	椒		tsiɒ1
醮	醮	指再嫁	tsiɒ1
剿	剿		tsiɒ3
嘦	嘦		tsiɒ5
锹	鍬		tsʰiɒ1
缲	繰	～邊	tsʰiɒ1
悄	悄		tsʰiɒ1
俏	俏		tsʰiɒ5
峭	峭		tsʰiɒ5
瞧	瞧		dziɒ2
憔	憔		ziɒ2
憔	顦		ziɒ2
谯	譙		dziɒ2
樵	樵		dziɒ2
峭	峭	～岐（原爲蕭岐，今改爲峭岐，仍念蕭岐）	siɒ1
消	消		siɒ1
霄	霄		siɒ1
宵	宵		siɒ1
硝	硝		siɒ1
销	銷		siɒ1
逍	逍		siɒ1
鞘	鞘		siɒ1
萧	蕭		siɒ1
箫	簫		siɒ1
潇	瀟		siɒ1
小	小		siɒ3
筱	筱		siɒ3
筱	篠		siɒ3
啸	嘯		siɒ5
笑	笑		siɒ5
笑	咲		siɒ5
缫	繅		ziɒ2
交	交		tɕiɒ1
缴	繳		tɕiɒ1
郊	郊		tɕiɒ1
胶	膠		tɕiɒ1
骄	驕		tɕiɒ1
娇	嬌		tɕiɒ1
浇	澆		tɕiɒ1
蛟	蛟		tɕiɒ1
侥	僥		tɕiɒ3
矫	矯		tɕiɒ3
绞	絞		tɕiɒ3
狡	狡		tɕiɒ3
铰	鉸		tɕiɒ3
搅	攪		tɕiɒ3
饺	餃		tɕiɒ3
教	教	（文）～室	tɕiɒ5
校	校	～對	tɕiɒ5
较	較		tɕiɒ5
叫	叫	（白）～花子	kɒ5
叫	叫	（文）	tɕiɒ5
撬	撬		tɕʰiɒ1
跷	蹺		tɕʰiɒ1
巧	巧		tɕʰiɒ3
翘	翹		tɕʰiɒ5
撬	撬		tɕʰiɒ5
窍	竅		tɕʰiɒ5
翘	翹	連～	dʑiɒ2
乔	喬		dʑiɒ2
侨	僑		dʑiɒ2
桥	橋		dʑiɒ2
荞	蕎		dʑiɒ2
轿	轎		dʑiɒ6
饶	饒		ȵiɒ2
鸟	鳥		ȵiɒ3
嬲	嬲		ȵiɒ3
袅	裊		ȵiɒ3
袅	嫋		ȵiɒ3
袅	褭		ȵiɒ3
袅	嬝		ȵiɒ3
绕	繞	～圈	ȵiɒ6
尿	尿	～素	ȵiɒ6
嚣	囂		ɕiɒ1
枵	枵	～開：掀開	ɕiɒ1
枭	梟		ɕiɒ1
骁	驍		ɕiɒ1
鸮	鴞		ɕiɒ1
晓	曉		ɕiɒ3
酵	酵		ɕiɒ5
孝	孝		ɕiɒ5
哮	哮		ɕiɒ5
肴	肴		ɦiɒ2
肴	餚		ɦiɒ2
淆	淆		ɦiɒ2
淆	殽		ɦiɒ2
崤	崤		ɦiɒ2
摇	揺	飄～，～手	ɦiɒ2
摇	摇	飄～，～手	ɦiɒ2
摇	搖	飄～，～手	ɦiɒ2
飖	颻	飄～	ɦiɒ2
飖	䬙	飄～	ɦiɒ2
谣	謠		ɦiɒ2
瑶	瑤		ɦiɒ2
徭	徭		ɦiɒ2
傜	傜		ɦiɒ2
窑	窑	俗窯字	ɦiɒ2
窑	窯		ɦiɒ2
窑	窰	同窯	ɦiɒ2
姚	姚		ɦiɒ2
遥	遥	逍～	ɦiɒ2
遥	遙	逍～	ɦiɒ2
繇	繇		ɦiɒ2
垚	垚		ɦiɒ2
爻	爻		ɦiɒ2
尧	堯		ɦiɒ2
效	效		ɦiɒ6
效	傚	通作效	ɦiɒ6
效	俲	同傚	ɦiɒ6
校	校	～長	ɦiɒ6
耀	耀		ɦiɒ6
曜	曜		ɦiɒ6
鹞	鷂		ɦiɒ2
夭	夭		iɒ1
妖	妖		iɒ1
邀	邀		iɒ1
腰	腰		iɒ1
要	要	～求	iɒ1
吆	吆		iɒ1
幺	幺		iɒ1
幺	么	俗幺字	iɒ1
杳	杳		iɒ3
窈	窈		iɒ3
要	要	想～	iɒ5
蹦	蹦		poŋ5
捧	捧		phoŋ3
蓬	蓬		boŋ2
篷	篷		boŋ2
蒙	蒙	～古	moŋ2
蒙	濛	煙雨～～	moŋ2
蒙	矇	～矓	moŋ2
蒙	懞	《管子》敦～純固	moŋ2
曚	曚	～曨	moŋ2
朦	朦	～朧	moŋ2
檬	檬	檸～	moŋ2
柠	檸	～檬	ȵiŋ2
懵	懵		moŋ3
懵	懜		moŋ3
蠓	蠓		moŋ3
梦	夢		moŋ6
风	風		foŋ1
枫	楓		foŋ1
疯	瘋		foŋ1
酆	酆	～都（地名）	foŋ1
丰	丰	～采，張三～	foŋ1
丰	豐	～富	foŋ1
封	封		foŋ1
峰	峰		foŋ1
峰	峯		foŋ1
蜂	蜂		foŋ1
锋	鋒		foŋ1
烽	烽		foŋ1
讽	諷		foŋ5
冯	馮		voŋ2
逢	逢		voŋ2
缝	縫	動詞，～衣裳	voŋ2
凤	鳳		voŋ6
奉	奉		voŋ6
俸	俸		voŋ6
缝	縫	名詞，一條～	voŋ6
东	東		toŋ1
冬	冬		toŋ1
董	董		toŋ3
懂	懂		toŋ3
冻	凍		toŋ5
栋	棟		toŋ5
通	通		tʰoŋ1
桶	桶		tʰoŋ3
捅	捅		tʰoŋ3
筒	筒		doŋ6
统	統		tʰoŋ3
痛	痛		tʰoŋ5
仝	仝		doŋ2
砼	砼		doŋ2
同	同		doŋ2
同	衕	衚～	doŋ2
峒	峒	崆～（山名）	doŋ2
铜	銅		doŋ2
桐	桐		doŋ2
佟	佟		doŋ2
彤	彤		doŋ2
潼	潼		doŋ2
童	童		doŋ2
僮	僮		doŋ2
瞳	瞳		doŋ2
酮	酮		doŋ2
丼	丼	日語音，蓋澆飯	doŋ6
动	動		doŋ6
动	働		doŋ6
洞	洞		doŋ6
恫	恫		doŋ6
恸	慟		doŋ6
农	農		noŋ2
脓	膿		noŋ2
侬	儂		noŋ2
浓	濃		ȵioŋ2
弄	弄	動詞	noŋ6
笼	籠		loŋ2
聋	聾	～𦗭：聾子	loŋ2
眬	矓		loŋ2
昽	曨		loŋ2
珑	瓏		loŋ2
泷	瀧		loŋ2
胧	朧		loŋ2
隆	隆		loŋ2
窿	窿		loŋ2
龙	龍		loŋ2
拢	攏		loŋ3
陇	隴		loŋ3
垄	壟		loŋ3
弄	弄	～堂	loŋ6
棕	棕	俗椶字	tsoŋ1
棕	椶		tsoŋ1
棕	㯶	俗椶字	tsoŋ1
鬃	鬃	俗鬉字	tsoŋ1
鬃	鬉		tsoŋ1
鬃	騣	俗鬉字	tsoŋ1
宗	宗		tsoŋ1
综	綜		tsoŋ1
中	中	當～	tsoŋ1
忠	忠		tsoŋ1
衷	衷		tsoŋ1
终	終		tsoŋ1
踪	蹤		tsoŋ1
纵	縱	跳	tsoŋ1
纵	縱	放～	tsoŋ5
钟	鍾	～情	tsoŋ1
钟	鐘	～樓	tsoŋ1
盅	盅		tsoŋ1
众	衆	～牲：畜生	tsoŋ1
众	眾	～牲：畜生	tsoŋ1
众	众	～牲：畜生	tsoŋ1
众	㐺	～牲：畜生	tsoŋ1
总	總		tsoŋ3
总	緫		tsoŋ3
